"countyCode","population","total.Under.5.years","percent.Under.5.years","total.5.to.9.years","percent.5.to.9.years","total.10.to.14.years","percent.10.to.14.years","total.15.to.19.years","percent.15.to.19.years","total.20.to.24.years","percent.20.to.24.years","total.25.to.29.years","percent.25.to.29.years","total.30.to.34.years","percent.30.to.34.years","total.35.to.39.years","percent.35.to.39.years","total.40.to.44.years","percent.40.to.44.years","total.45.to.49.years","percent.45.to.49.years","total.50.to.54.years","percent.50.to.54.years","total.55.to.59.years","percent.55.to.59.years","total.60.to.64.years","percent.60.to.64.years","total.65.to.69.years","percent.65.to.69.years","total.70.to.74.years","percent.70.to.74.years","total.75.to.79.years","percent.75.to.79.years","total.80.to.84.years","percent.80.to.84.years","total.85.years.and.over","percent.85.years.and.over"
"207","01069",104722,6412,6.1,6290,6,7050,6.7,6558,6.3,6223,5.9,6904,6.6,6859,6.5,5721,5.5,6912,6.6,6573,6.3,6716,6.4,6694,6.4,7020,6.7,6072,5.8,4955,4.7,3734,3.6,2175,2.1,1854,1.8
"208","06083",446527,27464,6.2,26578,6,29451,6.6,38291,8.6,47576,10.7,32544,7.3,27032,6.1,25931,5.8,24695,5.5,24075,5.4,24036,5.4,25552,5.7,24900,5.6,20804,4.7,16779,3.8,12760,2.9,8421,1.9,9638,2.2
"209","10003",559335,32177,5.8,31169,5.6,35953,6.4,36653,6.6,36356,6.5,41903,7.5,39294,7,37382,6.7,31730,5.7,36371,6.5,37970,6.8,39316,7,35968,6.4,28579,5.1,22482,4,17893,3.2,7974,1.4,10165,1.8
"210","12113",179349,10018,5.6,10671,5.9,11707,6.5,10594,5.9,10532,5.9,13183,7.4,11210,6.3,11659,6.5,12073,6.7,12112,6.8,11985,6.7,10988,6.1,14201,7.9,9134,5.1,8235,4.6,6008,3.3,2925,1.6,2114,1.2
"211","13295",69410,3992,5.8,4566,6.6,3762,5.4,4539,6.5,4247,6.1,4083,5.9,3844,5.5,4094,5.9,4240,6.1,4502,6.5,4573,6.6,5111,7.4,4764,6.9,4413,6.4,2912,4.2,3019,4.3,1522,2.2,1227,1.8
"212","20091",597555,37788,6.3,39684,6.6,42710,7.1,38265,6.4,34568,5.8,39786,6.7,41922,7,42433,7.1,41285,6.9,40140,6.7,37651,6.3,38101,6.4,36698,6.1,31787,5.3,20849,3.5,13950,2.3,8822,1.5,11116,1.9
"213","25017",1614714,85643,5.3,88292,5.5,88462,5.5,102800,6.4,114506,7.1,126233,7.8,125224,7.8,111656,6.9,100159,6.2,105785,6.6,111052,6.9,110101,6.8,98741,6.1,76631,4.7,62498,3.9,42851,2.7,30086,1.9,33994,2.1
"214","25025",807252,41775,5.2,35981,4.5,34328,4.3,54446,6.7,77678,9.6,103648,12.8,85122,10.5,58931,7.3,45472,5.6,44761,5.5,44395,5.5,44039,5.5,39724,4.9,33834,4.2,22675,2.8,17879,2.2,10881,1.3,11683,1.4
"215","26055",92573,4617,5,4719,5.1,6282,6.8,5290,5.7,4531,4.9,5557,6,6105,6.6,6222,6.7,4721,5.1,5901,6.4,5972,6.5,7408,8,6870,7.4,6305,6.8,4863,5.3,3143,3.4,1383,1.5,2684,2.9
"216","27137",199754,10019,5,10382,5.2,11099,5.6,13650,6.8,18224,9.1,11738,5.9,11418,5.7,11899,6,10184,5.1,10830,5.4,11979,6,14354,7.2,15385,7.7,13518,6.8,8820,4.4,5821,2.9,4742,2.4,5692,2.8
"217","31153",184459,13572,7.4,14379,7.8,14279,7.7,12961,7,11545,6.3,12446,6.7,13689,7.4,14058,7.6,12420,6.7,12259,6.6,10490,5.7,10744,5.8,9448,5.1,7188,3.9,6210,3.4,3283,1.8,2607,1.4,2881,1.6
"218","33011",415247,21388,5.2,23060,5.6,24753,6,25366,6.1,26775,6.4,28420,6.8,27543,6.6,25686,6.2,25413,6.1,28324,6.8,31280,7.5,32793,7.9,29596,7.1,21882,5.3,16346,3.9,11127,2.7,6859,1.7,8636,2.1
"219","34017",676061,46925,6.9,35602,5.3,36134,5.3,32700,4.8,40663,6,70607,10.4,72233,10.7,59758,8.8,47151,7,41962,6.2,40388,6,35377,5.2,36643,5.4,25889,3.8,19718,2.9,14364,2.1,9222,1.4,10725,1.6
"220","37025",211342,13585,6.4,13870,6.6,16733,7.9,15385,7.3,11245,5.3,12474,5.9,14192,6.7,15314,7.2,14806,7,16255,7.7,14808,7,14160,6.7,10307,4.9,8189,3.9,8696,4.1,5306,2.5,2946,1.4,3071,1.5
"221","38015",95273,6378,6.7,5802,6.1,6330,6.6,5903,6.2,6768,7.1,6905,7.2,6813,7.2,6089,6.4,6098,6.4,5611,5.9,5166,5.4,6880,7.2,5373,5.6,5746,6,2694,2.8,2064,2.2,1992,2.1,2661,2.8
"222","39085",230514,10914,4.7,12612,5.5,13669,5.9,13512,5.9,12685,5.5,13952,6.1,13027,5.7,13801,6,13013,5.6,15553,6.7,16078,7,16740,7.3,18611,8.1,14375,6.2,12055,5.2,7659,3.3,6411,2.8,5847,2.5
"223","39153",541918,29727,5.5,30526,5.6,32476,6,33745,6.2,33039,6.1,37798,7,33608,6.2,34394,6.3,29923,5.5,34583,6.4,35597,6.6,39145,7.2,39890,7.4,32412,6,24121,4.5,18169,3.4,9700,1.8,13065,2.4
"224","40037",71604,4545,6.3,4794,6.7,4795,6.7,4682,6.5,3761,5.3,4494,6.3,4060,5.7,4400,6.1,4505,6.3,4506,6.3,4635,6.5,5470,7.6,4533,6.3,3505,4.9,3790,5.3,2122,3,1247,1.7,1760,2.5
"225","41039",379611,18312,4.8,18464,4.9,21538,5.7,23971,6.3,35226,9.3,26528,7,21871,5.8,26526,7,21082,5.6,21442,5.6,21114,5.6,23500,6.2,26337,6.9,26451,7,18580,4.9,12664,3.3,8427,2.2,7578,2
"226","42001",102811,5544,5.4,4681,4.6,7253,7.1,6613,6.4,6321,6.1,5813,5.7,5216,5.1,5291,5.1,5574,5.4,7060,6.9,7800,7.6,7540,7.3,7471,7.3,6314,6.1,5526,5.4,3515,3.4,2990,2.9,2289,2.2
"227","42041",251423,13554,5.4,13601,5.4,15037,6,15998,6.4,18409,7.3,15587,6.2,16200,6.4,14899,5.9,14712,5.9,15828,6.3,16828,6.7,17772,7.1,16230,6.5,15027,6,11479,4.6,8612,3.4,5510,2.2,6140,2.4
"228","47065",364286,20731,5.7,21253,5.8,21151,5.8,22296,6.1,22804,6.3,27071,7.4,25088,6.9,23002,6.3,21641,5.9,23502,6.5,22973,6.3,24118,6.6,25059,6.9,18165,5,18903,5.2,11402,3.1,7249,2,7878,2.2
"229","47179",128607,5949,4.6,6392,5,7682,6,8177,6.4,11632,9,8525,6.6,7408,5.8,7396,5.8,7857,6.1,8611,6.7,8326,6.5,8757,6.8,8390,6.5,7594,5.9,6016,4.7,3960,3.1,2968,2.3,2967,2.3
"230","49005",127068,11000,8.7,11577,9.1,9908,7.8,11437,9,18250,14.4,10488,8.3,7299,5.7,8205,6.5,6781,5.3,5639,4.4,4675,3.7,5364,4.2,4914,3.9,4132,3.3,2561,2,2153,1.7,1511,1.2,1174,0.9
"231","53015",108987,7027,6.4,5754,5.3,8062,7.4,7008,6.4,5692,5.2,6513,6,6934,6.4,7078,6.5,5381,4.9,6745,6.2,6824,6.3,6873,6.3,8240,7.6,7535,6.9,5114,4.7,3345,3.1,2368,2.2,2494,2.3
"232","54081",74254,3831,5.2,3592,4.8,5647,7.6,4507,6.1,3965,5.3,4319,5.8,3795,5.1,5624,7.6,4863,6.5,4499,6.1,4104,5.5,4201,5.7,5815,7.8,6107,8.2,3270,4.4,2939,4,1931,2.6,1245,1.7
"233","72013",82114,3240,3.9,3776,4.6,4687,5.7,5084,6.2,5731,7,5587,6.8,4353,5.3,5423,6.6,4380,5.3,5488,6.7,5788,7,5126,6.2,5475,6.7,5573,6.8,4078,5,4021,4.9,2601,3.2,1703,2.1
"234","01103",119089,6941,5.8,8123,6.8,7325,6.2,7903,6.6,7421,6.2,6442,5.4,7312,6.1,6642,5.6,8151,6.8,7714,6.5,8236,6.9,7894,6.6,8521,7.2,5828,4.9,6222,5.2,2858,2.4,3009,2.5,2547,2.1
"235","06031",151366,10990,7.3,11819,7.8,11672,7.7,10792,7.1,11790,7.8,13180,8.7,12139,8,11170,7.4,10402,6.9,9095,6,8503,5.6,8863,5.9,5538,3.7,4485,3,4266,2.8,2466,1.6,2784,1.8,1412,0.9
"236","06089",180040,9933,5.5,11842,6.6,10347,5.7,10511,5.8,10406,5.8,11176,6.2,11226,6.2,11043,6.1,9163,5.1,9603,5.3,11067,6.1,12905,7.2,13791,7.7,11028,6.1,10453,5.8,6499,3.6,5095,2.8,3952,2.2
"237","12073",292502,15195,5.2,14832,5.1,15447,5.3,26021,8.9,45668,15.6,24650,8.4,17936,6.1,17579,6,14917,5.1,14722,5,14390,4.9,15406,5.3,16825,5.8,14318,4.9,9900,3.4,7285,2.5,3717,1.3,3694,1.3
"238","12103",975280,42405,4.3,46244,4.7,41640,4.3,43700,4.5,47203,4.8,61886,6.3,56730,5.8,54281,5.6,52574,5.4,61209,6.3,69053,7.1,77027,7.9,79480,8.1,70942,7.3,59145,6.1,43240,4.4,33474,3.4,35047,3.6
"239","17093",127915,8874,6.9,11840,9.3,10833,8.5,9519,7.4,7196,5.6,6298,4.9,9004,7,9938,7.8,11648,9.1,9532,7.5,7464,5.8,6083,4.8,6193,4.8,4114,3.2,3743,2.9,2750,2.1,1011,0.8,1875,1.5
"240","26017",103923,5135,4.9,6587,6.3,5055,4.9,6857,6.6,5714,5.5,6462,6.2,5816,5.6,6397,6.2,5342,5.1,6381,6.1,6784,6.5,7477,7.2,9059,8.7,6506,6.3,5315,5.1,3985,3.8,2000,1.9,3051,2.9
"241","26159",75448,4382,5.8,5058,6.7,4543,6,5118,6.8,4365,5.8,3813,5.1,3761,5,4927,6.5,3932,5.2,4591,6.1,5595,7.4,6098,8.1,5176,6.9,5373,7.1,3124,4.1,2526,3.3,1693,2.2,1373,1.8
"242","32031",465735,27531,5.9,28694,6.2,27971,6,27604,5.9,30448,6.5,36720,7.9,33578,7.2,29318,6.3,27389,5.9,29480,6.3,29390,6.3,28286,6.1,33154,7.1,27189,5.8,21141,4.5,12227,2.6,8429,1.8,7186,1.5
"243","33013",151132,6717,4.4,7315,4.8,9278,6.1,9570,6.3,9472,6.3,9537,6.3,9023,6,8644,5.7,9098,6,9816,6.5,10973,7.3,11778,7.8,11488,7.6,10038,6.6,6964,4.6,4757,3.1,2789,1.8,3875,2.6
"244","39045",155782,9428,6.1,9509,6.1,10982,7,11563,7.4,8877,5.7,9140,5.9,8916,5.7,9661,6.2,10433,6.7,10815,6.9,11199,7.2,10862,7,9722,6.2,7964,5.1,6726,4.3,4303,2.8,3512,2.3,2170,1.4
"245","45041",138159,8653,6.3,7999,5.8,10717,7.8,9620,7,7764,5.6,9477,6.9,8450,6.1,9155,6.6,7345,5.3,8784,6.4,9109,6.6,8930,6.5,8758,6.3,8755,6.3,5556,4,4060,2.9,3043,2.2,1984,1.4
"246","48005",87092,5706,6.6,4969,5.7,7755,8.9,6032,6.9,5425,6.2,5152,5.9,4981,5.7,4946,5.7,5529,6.3,5468,6.3,5963,6.8,5974,6.9,5296,6.1,4379,5,3445,4,2575,3,1525,1.8,1972,2.3
"247","53057",128206,7809,6.1,7585,5.9,7959,6.2,7068,5.5,6191,4.8,9209,7.2,7887,6.2,7909,6.2,7940,6.2,6975,5.4,7224,5.6,8554,6.7,9280,7.2,8717,6.8,7059,5.5,4303,3.4,3545,2.8,2992,2.3
"248","53067",286419,16513,5.8,16503,5.8,18013,6.3,16288,5.7,16371,5.7,21635,7.6,22111,7.7,19652,6.9,17402,6.1,17630,6.2,17350,6.1,18261,6.4,19454,6.8,17738,6.2,13679,4.8,7529,2.6,4909,1.7,5381,1.9
"249","54039",180454,9508,5.3,10676,5.9,8823,4.9,9868,5.5,9783,5.4,11694,6.5,10634,5.9,10451,5.8,11277,6.2,10968,6.1,11358,6.3,14468,8,13287,7.4,14090,7.8,7935,4.4,6832,3.8,4108,2.3,4694,2.6
"250","55025",542364,30590,5.6,28284,5.2,33609,6.2,35120,6.5,55217,10.2,45727,8.4,40181,7.4,37102,6.8,35314,6.5,32613,6,30950,5.7,32667,6,30053,5.5,26385,4.9,19095,3.5,11786,2.2,8630,1.6,9041,1.7
"251","01097",413757,26694,6.5,24726,6,28384,6.9,26716,6.5,27026,6.5,30501,7.4,28019,6.8,23999,5.8,25084,6.1,24833,6,25981,6.3,29178,7.1,26058,6.3,22155,5.4,17218,4.2,12798,3.1,7415,1.8,6972,1.7
"252","06013",1150215,64482,5.6,67894,5.9,80292,7,74110,6.4,66366,5.8,73362,6.4,73830,6.4,75042,6.5,80004,7,80715,7,81104,7.1,79112,6.9,72635,6.3,58417,5.1,47941,4.2,32092,2.8,22622,2,20195,1.8
"253","12083",359977,17346,4.8,18358,5.1,18735,5.2,20504,5.7,17332,4.8,18733,5.2,16981,4.7,17788,4.9,17863,5,20380,5.7,21386,5.9,25523,7.1,25024,7,27803,7.7,27931,7.8,23858,6.6,12277,3.4,12155,3.4
"254","12091",207269,13849,6.7,11846,5.7,14495,7,11176,5.4,13697,6.6,16920,8.2,15326,7.4,14517,7,10348,5,11304,5.5,12669,6.1,14826,7.2,12191,5.9,10903,5.3,9818,4.7,5921,2.9,4835,2.3,2628,1.3
"255","12117",467832,24699,5.3,25682,5.5,29961,6.4,28311,6.1,28377,6.1,34665,7.4,33226,7.1,33548,7.2,31948,6.8,32813,7,31254,6.7,30266,6.5,30348,6.5,22325,4.8,20497,4.4,12303,2.6,9117,1.9,8492,1.8
"256","13073",154291,9637,6.2,10299,6.7,12729,8.2,11203,7.3,9254,6,8938,5.8,11319,7.3,11067,7.2,9218,6,10784,7,10458,6.8,9188,6,8868,5.7,7199,4.7,6935,4.5,2558,1.7,2462,1.6,2175,1.4
"257","13095",91243,5817,6.4,6515,7.1,5579,6.1,8438,9.2,8326,9.1,6350,7,4577,5,6843,7.5,4289,4.7,4618,5.1,4979,5.5,5776,6.3,5237,5.7,4498,4.9,3783,4.1,1876,2.1,1755,1.9,1987,2.2
"258","13151",230220,13198,5.7,17262,7.5,16884,7.3,16867,7.3,16684,7.2,15274,6.6,11306,4.9,15568,6.8,18604,8.1,17890,7.8,16911,7.3,14768,6.4,12748,5.5,10186,4.4,6613,2.9,3624,1.6,2384,1,3449,1.5
"259","13153",155469,9556,6.1,10569,6.8,12277,7.9,10106,6.5,8946,5.8,11336,7.3,11659,7.5,11331,7.3,9646,6.2,12543,8.1,9775,6.3,10612,6.8,8754,5.6,5649,3.6,5606,3.6,3277,2.1,1795,1.2,2032,1.3
"260","17183",76806,5274,6.9,3985,5.2,5846,7.6,4740,6.2,4618,6,4295,5.6,4537,5.9,4619,6,3923,5.1,4561,5.9,4692,6.1,6021,7.8,4539,5.9,5036,6.6,3244,4.2,2783,3.6,1896,2.5,2197,2.9
"261","17197",692310,40491,5.8,41935,6.1,56044,8.1,52084,7.5,44783,6.5,41502,6,40759,5.9,45394,6.6,48073,6.9,52697,7.6,50828,7.3,45325,6.5,41966,6.1,31585,4.6,23429,3.4,15679,2.3,8727,1.3,11009,1.6
"262","18141",270771,17716,6.5,16988,6.3,18756,6.9,19996,7.4,19841,7.3,19189,7.1,16896,6.2,15358,5.7,16196,6,16215,6,16020,5.9,16541,6.1,17899,6.6,15377,5.7,9430,3.5,7172,2.6,4550,1.7,6631,2.4
"263","19163",173283,11549,6.7,11179,6.5,12115,7,10955,6.3,10068,5.8,10836,6.3,11695,6.7,11772,6.8,10410,6,11448,6.6,10573,6.1,11541,6.7,11551,6.7,9882,5.7,6074,3.5,4623,2.7,3868,2.2,3144,1.8
"264","23019",151096,6767,4.5,7455,4.9,7541,5,10404,6.9,10860,7.2,10088,6.7,9547,6.3,9545,6.3,8113,5.4,9236,6.1,10762,7.1,11762,7.8,11255,7.4,8351,5.5,7854,5.2,4956,3.3,2970,2,3630,2.4
"265","26111",83209,4836,5.8,4836,5.8,5401,6.5,5245,6.3,4522,5.4,5247,6.3,5076,6.1,4661,5.6,4911,5.9,5143,6.2,6156,7.4,5463,6.6,6173,7.4,5054,6.1,3616,4.3,3024,3.6,1576,1.9,2269,2.7
"266","26115",150439,7826,5.2,9054,6,9186,6.1,9447,6.3,8564,5.7,9546,6.3,8646,5.7,9363,6.2,7680,5.1,9763,6.5,10544,7,12889,8.6,10388,6.9,9114,6.1,6957,4.6,4858,3.2,2876,1.9,3738,2.5
"267","27145",159256,10194,6.4,9661,6.1,10979,6.9,13140,8.3,16551,10.4,9838,6.2,9429,5.9,9282,5.8,8739,5.5,8954,5.6,9561,6,9762,6.1,9171,5.8,7126,4.5,6223,3.9,4719,3,2429,1.5,3498,2.2
"268","35061",76456,4589,6,5805,7.6,4583,6,5348,7,3813,5,5352,7,4654,6.1,4288,5.6,5501,7.2,4547,5.9,3872,5.1,4401,5.8,6028,7.9,4590,6,3654,4.8,2204,2.9,1473,1.9,1754,2.3
"269","36101",95796,5064,5.3,6200,6.5,5521,5.8,5729,6,5151,5.4,5557,5.8,5413,5.7,6231,6.5,5087,5.3,6100,6.4,6461,6.7,7346,7.7,7273,7.6,6635,6.9,4175,4.4,3521,3.7,2172,2.3,2160,2.3
"270","37097",178435,9938,5.6,10278,5.8,13423,7.5,11142,6.2,10176,5.7,10692,6,10301,5.8,13262,7.4,10355,5.8,13136,7.4,13102,7.3,14059,7.9,10704,6,9389,5.3,7352,4.1,4798,2.7,3781,2.1,2547,1.4
"271","38017",181516,13153,7.2,12726,7,9939,5.5,11411,6.3,18882,10.4,17188,9.5,14634,8.1,14139,7.8,10332,5.7,8939,4.9,9456,5.2,8250,4.5,10868,6,6491,3.6,5836,3.2,2655,1.5,3411,1.9,3206,1.8
"272","38101",67744,4752,7,4659,6.9,4341,6.4,3703,5.5,7127,10.5,7089,10.5,5405,8,4853,7.2,3818,5.6,3432,5.1,3105,4.6,3787,5.6,3211,4.7,2653,3.9,1909,2.8,1752,2.6,724,1.1,1424,2.1
"273","41051",811880,44657,5.5,42454,5.2,41765,5.1,41234,5.1,46492,5.7,75268,9.3,77298,9.5,72297,8.9,61787,7.6,57604,7.1,48834,6,50414,6.2,42914,5.3,40548,5,27873,3.4,17552,2.2,11247,1.4,11642,1.4
"274","42021",131730,6462,4.9,5803,4.4,8286,6.3,8517,6.5,8065,6.1,7194,5.5,6477,4.9,6186,4.7,7717,5.9,8229,6.2,8587,6.5,9709,7.4,10834,8.2,9389,7.1,6850,5.2,5489,4.2,3571,2.7,4365,3.3
"275","48485",132064,8351,6.3,7680,5.8,8877,6.7,11444,8.7,11494,8.7,9782,7.4,9514,7.2,8618,6.5,7603,5.8,7002,5.3,6260,4.7,8780,6.6,7497,5.7,6133,4.6,4678,3.5,3638,2.8,2362,1.8,2351,1.8
"276","51015",75457,3449,4.6,3288,4.4,5211,6.9,4035,5.3,3532,4.7,4294,5.7,4315,5.7,3870,5.1,5389,7.1,5061,6.7,5259,7,5419,7.2,6236,8.3,5180,6.9,4062,5.4,2655,3.5,2275,3,1927,2.6
"277","51550",242634,15072,6.2,17523,7.2,15751,6.5,16047,6.6,14803,6.1,16638,6.9,17584,7.2,18067,7.4,15666,6.5,15053,6.2,16002,6.6,18070,7.4,14313,5.9,10951,4.5,8685,3.6,5589,2.3,3669,1.5,3151,1.3
"278","51770",99920,7311,7.3,6876,6.9,4839,4.8,4858,4.9,5867,5.9,7570,7.6,7934,7.9,6983,7,6761,6.8,5718,5.7,5614,5.6,5841,5.8,6843,6.8,5436,5.4,5016,5,2356,2.4,1046,1,3051,3.1
"279","54011",93224,4918,5.3,4804,5.2,5632,6,6506,7,9005,9.7,6688,7.2,5443,5.8,6142,6.6,4500,4.8,5508,5.9,5277,5.7,6103,6.5,5714,6.1,5099,5.5,4718,5.1,3357,3.6,2112,2.3,1698,1.8
"280","55141",73055,4233,5.8,4387,6,4193,5.7,4396,6,3646,5,4239,5.8,3991,5.5,4472,6.1,3860,5.3,4161,5.7,4905,6.7,6352,8.7,5280,7.2,4830,6.6,3345,4.6,3134,4.3,1740,2.4,1891,2.6
"281","72061",83787,2956,3.5,3548,4.2,4083,4.9,4182,5,5816,6.9,5713,6.8,4817,5.7,4933,5.9,5374,6.4,5374,6.4,5858,7,5820,6.9,6481,7.7,4569,5.5,5271,6.3,3233,3.9,3276,3.9,2483,3
"282","01083",96174,4340,4.5,6117,6.4,7848,8.2,6963,7.2,3940,4.1,5659,5.9,7156,7.4,7960,8.3,5459,5.7,6446,6.7,6628,6.9,7025,7.3,5538,5.8,4944,5.1,4122,4.3,2098,2.2,2135,2.2,1796,1.9
"283","05051",99154,5450,5.5,5166,5.2,5553,5.6,6330,6.4,5163,5.2,6156,6.2,5715,5.8,5906,6,4360,4.4,5339,5.4,6230,6.3,6035,6.1,8760,8.8,7549,7.6,5138,5.2,3709,3.7,3639,3.7,2956,3
"284","08069",350518,18305,5.2,17871,5.1,20629,5.9,25509,7.3,35528,10.1,28289,8.1,24175,6.9,20812,5.9,22246,6.3,20575,5.9,17815,5.1,21485,6.1,22277,6.4,18753,5.4,15502,4.4,10225,2.9,4995,1.4,5527,1.6
"285","12035",112067,4342,3.9,5084,4.5,6003,5.4,6099,5.4,4146,3.7,5577,5,5098,4.5,6811,6.1,3678,3.3,6141,5.5,6898,6.2,8963,8,7883,7,9160,8.2,9955,8.9,7028,6.3,4297,3.8,4904,4.4
"286","17201",284081,18017,6.3,17675,6.2,19279,6.8,18434,6.5,16328,5.7,18420,6.5,17534,6.2,17899,6.3,15589,5.5,18508,6.5,17472,6.2,18501,6.5,20857,7.3,14768,5.2,13702,4.8,9157,3.2,5715,2,6226,2.2
"287","24025",253956,14289,5.6,15959,6.3,15790,6.2,15813,6.2,16325,6.4,14672,5.8,15324,6,16812,6.6,14622,5.8,18127,7.1,18630,7.3,17592,6.9,17996,7.1,12505,4.9,12409,4.9,7569,3,4732,1.9,4790,1.9
"288","30031",111876,5929,5.3,6061,5.4,7058,6.3,7759,6.9,13273,11.9,9611,8.6,8187,7.3,8831,7.9,6508,5.8,6223,5.6,5161,4.6,6045,5.4,6802,6.1,4918,4.4,4326,3.9,3227,2.9,849,0.8,1108,1
"289","37157",90690,3311,3.7,5305,5.8,6388,7,5772,6.4,4530,5,5469,6,5623,6.2,4748,5.2,4731,5.2,5748,6.3,6343,7,6710,7.4,7379,8.1,5723,6.3,5028,5.5,3569,3.9,1923,2.1,2390,2.6
"290","39155",198627,11057,5.6,9776,4.9,12477,6.3,11346,5.7,10719,5.4,11696,5.9,11392,5.7,11023,5.5,10671,5.4,12502,6.3,13039,6.6,14966,7.5,14814,7.5,14060,7.1,10660,5.4,7493,3.8,4670,2.4,6266,3.2
"291","42019",187888,9477,5,9273,4.9,12139,6.5,12045,6.4,10822,5.8,10791,5.7,10812,5.8,10926,5.8,10844,5.8,12384,6.6,14023,7.5,13098,7,16305,8.7,11903,6.3,7866,4.2,5529,2.9,4033,2.1,5618,3
"292","42049",272061,14911,5.5,15812,5.8,16931,6.2,19152,7,17905,6.6,19207,7.1,16515,6.1,15653,5.8,15043,5.5,16386,6,17030,6.3,20439,7.5,18151,6.7,15297,5.6,12718,4.7,7871,2.9,5972,2.2,7068,2.6
"293","42079",317646,16250,5.1,14967,4.7,20202,6.4,19620,6.2,19189,6,20171,6.4,20014,6.3,16323,5.1,20001,6.3,20506,6.5,22577,7.1,21567,6.8,22900,7.2,18906,6,16391,5.2,10855,3.4,8617,2.7,8590,2.7
"294","45055",65592,3864,5.9,3964,6,4436,6.8,4782,7.3,3653,5.6,2807,4.3,2582,3.9,4335,6.6,4157,6.3,4979,7.6,4657,7.1,4994,7.6,4454,6.8,4731,7.2,2685,4.1,1438,2.2,1681,2.6,1393,2.1
"295","51107",406850,28912,7.1,31432,7.7,35252,8.7,28349,7,20980,5.2,20597,5.1,27644,6.8,35597,8.7,34111,8.4,34375,8.4,29403,7.2,23461,5.8,19016,4.7,14067,3.5,8862,2.2,7288,1.8,3636,0.9,3868,1
"296","72135",71094,2704,3.8,3996,5.6,4426,6.2,5069,7.1,5264,7.4,5300,7.5,4355,6.1,4377,6.2,5310,7.5,5279,7.4,5382,7.6,5758,8.1,3564,5,3324,4.7,2771,3.9,1631,2.3,703,1,1881,2.6
"297","01073",659300,41749,6.3,42651,6.5,40669,6.2,40760,6.2,41548,6.3,50415,7.6,45299,6.9,42028,6.4,42134,6.4,39883,6,40650,6.2,41326,6.3,45488,6.9,37313,5.7,24663,3.7,18057,2.7,13073,2,11594,1.8
"298","04013",4410824,279484,6.3,284468,6.4,309797,7,296015,6.7,291402,6.6,335352,7.6,308230,7,293606,6.7,280657,6.4,284557,6.5,268005,6.1,261058,5.9,248994,5.6,207820,4.7,180309,4.1,125584,2.8,78343,1.8,77143,1.7
"299","05069",68114,4105,6,4519,6.6,3720,5.5,4487,6.6,5097,7.5,5109,7.5,3153,4.6,3816,5.6,4731,6.9,3938,5.8,4447,6.5,4016,5.9,5305,7.8,4303,6.3,2679,3.9,1508,2.2,1466,2.2,1715,2.5
"300","05145",78727,4673,5.9,4575,5.8,5090,6.5,7675,9.7,6274,8,4577,5.8,4216,5.4,5208,6.6,4246,5.4,4913,6.2,5724,7.3,4912,6.2,4337,5.5,3729,4.7,3326,4.2,1901,2.4,2044,2.6,1307,1.7
"301","06079",284010,13213,4.7,12615,4.4,15090,5.3,22297,7.9,30716,10.8,16508,5.8,16483,5.8,16559,5.8,13930,4.9,14743,5.2,15525,5.5,18654,6.6,20083,7.1,18999,6.7,16424,5.8,9250,3.3,6418,2.3,6503,2.3
"302","08014",69267,3761,5.4,4230,6.1,4550,6.6,4411,6.4,3043,4.4,5098,7.4,5888,8.5,6362,9.2,4214,6.1,5101,7.4,4727,6.8,5133,7.4,3131,4.5,3532,5.1,2192,3.2,1722,2.5,1363,2,809,1.2
"303","09009",857620,43987,5.1,43761,5.1,53644,6.3,58472,6.8,58809,6.9,58645,6.8,56453,6.6,49754,5.8,50741,5.9,54969,6.4,59755,7,59073,6.9,60768,7.1,45951,5.4,37199,4.3,27022,3.2,16007,1.9,22610,2.6
"304","12061",157413,7894,5,7637,4.9,6219,4,6834,4.3,5165,3.3,7623,4.8,6151,3.9,7614,4.8,7362,4.7,8319,5.3,9214,5.9,9883,6.3,16114,10.2,13886,8.8,13374,8.5,10603,6.7,6403,4.1,7118,4.5
"305","13021",153095,9939,6.5,10274,6.7,11150,7.3,10257,6.7,11537,7.5,11386,7.4,9677,6.3,10240,6.7,7540,4.9,9011,5.9,9188,6,8879,5.8,10043,6.6,8403,5.5,5867,3.8,3647,2.4,3255,2.1,2802,1.8
"306","13089",756558,52849,7,50823,6.7,45289,6,42543,5.6,47630,6.3,65390,8.6,61810,8.2,58193,7.7,49901,6.6,51170,6.8,47925,6.3,45050,6,43996,5.8,35946,4.8,24283,3.2,14131,1.9,7921,1,11708,1.5
"307","13127",85219,4659,5.5,6003,7,4780,5.6,5229,6.1,5190,6.1,3895,4.6,4930,5.8,7700,9,4957,5.8,4104,4.8,5124,6,5858,6.9,5835,6.8,5858,6.9,4619,5.4,2967,3.5,1500,1.8,2011,2.4
"308","16001",469966,26178,5.6,27450,5.8,36620,7.8,33752,7.2,28113,6,32627,6.9,33854,7.2,37727,8,29278,6.2,31840,6.8,28237,6,30629,6.5,26185,5.6,23322,5,18335,3.9,12418,2.6,6755,1.4,6646,1.4
"309","17111",308570,16534,5.4,18558,6,23076,7.5,22002,7.1,17221,5.6,17543,5.7,17451,5.7,18669,6.1,20432,6.6,23029,7.5,24020,7.8,24942,8.1,20476,6.6,16001,5.2,11716,3.8,7121,2.3,4600,1.5,5179,1.7
