,Country,lockdown
0,23029,2020-04-01
1,13191,2020-04-03
2,13179,2020-04-03
3,60040,NA
4,60020,NA
5,60050,NA
6,60010,NA
7,72011,NA
8,72015,NA
9,72017,NA
10,72019,NA
11,72021,NA
12,72025,NA
13,72029,NA
14,72035,NA
15,72037,NA
16,72039,NA
17,72041,NA
18,72043,NA
19,72045,NA
20,72047,NA
21,72054,NA
22,72055,NA
23,72057,NA
24,72059,NA
25,72061,NA
26,72063,NA
27,72065,NA
28,72067,NA
29,72097,NA
30,72103,NA
31,72073,NA
32,72075,NA
33,72077,NA
34,72079,NA
35,72081,NA
36,72085,NA
37,72091,NA
38,72093,NA
39,72095,NA
40,72099,NA
41,72101,NA
42,72105,NA
43,72107,NA
44,72109,NA
45,72111,NA
46,72113,NA
47,72121,NA
48,72123,NA
49,72125,NA
50,72127,NA
51,72129,NA
52,72133,NA
53,72139,NA
54,72141,NA
55,72143,NA
56,72149,NA
57,72151,NA
58,72153,NA
59,72131,NA
60,72001,NA
61,72007,NA
62,72009,NA
63,78010,NA
64,72013,NA
65,72083,NA
66,72117,NA
67,72005,NA
68,72071,NA
69,72027,NA
70,72051,NA
71,72135,NA
72,72003,NA
73,72049,NA
74,72023,NA
75,72053,NA
76,72147,NA
77,72031,NA
78,78030,NA
79,72115,NA
80,72033,NA
81,72089,NA
82,72069,NA
83,78020,NA
84,72119,NA
85,72087,NA
86,66010,NA
87,69085,NA
88,69110,NA
89,69100,NA
90,69120,NA
91,09003,2020-03-23
92,09013,2020-03-23
93,09015,2020-03-23
94,25019,2020-03-24
95,24023,2020-03-30
96,50027,2020-03-24
97,33019,2020-03-28
98,33001,2020-03-28
99,33005,2020-03-28
100,33017,2020-03-28
101,36123,2020-03-22
102,36003,2020-03-22
103,36007,2020-03-22
104,36009,2020-03-22
105,36015,2020-03-22
106,36017,2020-03-22
107,36023,2020-03-22
108,36025,2020-03-22
109,36037,2020-03-22
110,36041,2020-03-22
111,36049,2020-03-22
112,36051,2020-03-22
113,36053,2020-03-22
114,36057,2020-03-22
115,36067,2020-03-22
116,36069,2020-03-22
117,36071,2020-03-22
118,36077,2020-03-22
119,36079,2020-03-22
120,36087,2020-03-22
121,36095,2020-03-22
122,36097,2020-03-22
123,36099,2020-03-22
124,36101,2020-03-22
125,36105,2020-03-22
126,36107,2020-03-22
127,36109,2020-03-22
128,36121,2020-03-22
129,42001,2020-04-01
130,42003,2020-04-01
131,42005,2020-04-01
132,42007,2020-04-01
133,42009,2020-04-01
134,42013,2020-04-01
135,42015,2020-04-01
136,42019,2020-04-01
137,42021,2020-04-01
138,42023,2020-04-01
139,42031,2020-04-01
140,42033,2020-04-01
141,42037,2020-04-01
142,42039,2020-04-01
143,42041,2020-04-01
144,42043,2020-04-01
145,42047,2020-04-01
146,42053,2020-04-01
147,42055,2020-04-01
148,42057,2020-04-01
149,42059,2020-04-01
150,42061,2020-04-01
151,42063,2020-04-01
152,42065,2020-04-01
153,42067,2020-04-01
154,42069,2020-04-01
155,42071,2020-04-01
156,42073,2020-04-01
157,42075,2020-04-01
158,42079,2020-04-01
159,42083,2020-04-01
160,42085,2020-04-01
161,42087,2020-04-01
162,42093,2020-04-01
163,42099,2020-04-01
164,42103,2020-04-01
165,42105,2020-04-01
166,42107,2020-04-01
167,42109,2020-04-01
168,42111,2020-04-01
169,42113,2020-04-01
170,42115,2020-04-01
171,42117,2020-04-01
172,42119,2020-04-01
173,42121,2020-04-01
174,42123,2020-04-01
175,42125,2020-04-01
176,42131,2020-04-01
177,42133,2020-04-01
178,44005,2020-03-28
179,51141,2020-03-30
180,51143,2020-03-30
181,51155,2020-03-30
182,51161,2020-03-30
183,51163,2020-03-30
184,51167,2020-03-30
185,51169,2020-03-30
186,51173,2020-03-30
187,51185,2020-03-30
188,51191,2020-03-30
189,51195,2020-03-30
190,51197,2020-03-30
191,51005,2020-03-30
192,51035,2020-03-30
193,51031,2020-03-30
194,51089,2020-03-30
195,51121,2020-03-30
196,51083,2020-03-30
197,51077,2020-03-30
198,51071,2020-03-30
199,51067,2020-03-30
200,51063,2020-03-30
201,51051,2020-03-30
202,51045,2020-03-30
203,51037,2020-03-30
204,51029,2020-03-30
205,51027,2020-03-30
206,51023,2020-03-30
207,51021,2020-03-30
208,51019,2020-03-30
209,51017,2020-03-30
210,51011,2020-03-30
211,51009,2020-03-30
212,51105,2020-03-30
213,50015,2020-03-24
214,50017,2020-03-24
215,50003,2020-03-24
216,50019,2020-03-24
217,50023,2020-03-24
218,50013,2020-03-24
219,54081,2020-03-24
220,54079,2020-03-24
221,54077,2020-03-24
222,54075,2020-03-24
223,54073,2020-03-24
224,54069,2020-03-24
225,54067,2020-03-24
226,54063,2020-03-24
227,54061,2020-03-24
228,54059,2020-03-24
229,54055,2020-03-24
230,54053,2020-03-24
231,54051,2020-03-24
232,54049,2020-03-24
233,54047,2020-03-24
234,54045,2020-03-24
235,54043,2020-03-24
236,54039,2020-03-24
237,54035,2020-03-24
238,54029,2020-03-24
239,54025,2020-03-24
240,54083,2020-03-24
241,54021,2020-03-24
242,54019,2020-03-24
243,54015,2020-03-24
244,54013,2020-03-24
245,54011,2020-03-24
246,54009,2020-03-24
247,54007,2020-03-24
248,54005,2020-03-24
249,54103,2020-03-24
250,54105,2020-03-24
251,54107,2020-03-24
252,54109,2020-03-24
253,54001,2020-03-24
254,54091,2020-03-24
255,54101,2020-03-24
256,54099,2020-03-24
257,54097,2020-03-24
258,54095,2020-03-24
259,54093,2020-03-24
260,54089,2020-03-24
261,54087,2020-03-24
262,54085,2020-03-24
263,42097,2020-04-01
264,23001,2020-04-01
265,34017,2020-03-21
266,36085,2020-03-22
267,34013,2020-03-21
268,36085,2020-03-22
269,34017,2020-03-21
270,34003,2020-03-21
271,36119,2020-03-22
272,36005,2020-03-22
273,36061,2020-03-22
274,36005,2020-03-22
275,44001,2020-03-28
276,25007,2020-03-24
277,36063,2020-03-22
278,36117,2020-03-22
279,36075,2020-03-22
280,36073,2020-03-22
281,36055,2020-03-22
282,23013,2020-04-01
283,23023,2020-04-01
284,23015,2020-04-01
285,33013,2020-03-28
286,34039,2020-03-21
287,42051,2020-04-01
288,42129,2020-04-01
289,25017,2020-03-24
290,09009,2020-03-23
291,09005,2020-03-23
292,25027,2020-03-24
293,25003,2020-03-24
294,25011,2020-03-24
295,25015,2020-03-24
296,25021,2020-03-24
297,23021,2020-04-01
298,23025,2020-04-01
299,23003,2020-04-01
300,23017,2020-04-01
301,23019,2020-04-01
302,33003,2020-03-28
303,33011,2020-03-28
304,34031,2020-03-21
305,36119,2020-03-22
306,36115,2020-03-22
307,36113,2020-03-22
308,36035,2020-03-22
309,36031,2020-03-22
310,36019,2020-03-22
311,36033,2020-03-22
312,36011,2020-03-22
313,36065,2020-03-22
314,36043,2020-03-22
315,36093,2020-03-22
316,36001,2020-03-22
317,36039,2020-03-22
318,36111,2020-03-22
319,36027,2020-03-22
320,36021,2020-03-22
321,36083,2020-03-22
322,36091,2020-03-22
323,36089,2020-03-22
324,42027,2020-04-01
325,42081,2020-04-01
326,42127,2020-04-01
327,42049,2020-04-01
328,42035,2020-04-01
329,44007,2020-03-28
330,44009,2020-03-28
331,50007,2020-03-24
332,50001,2020-03-24
333,50021,2020-03-24
334,50025,2020-03-24
335,50011,2020-03-24
336,25009,2020-03-24
337,25023,2020-03-24
338,25013,2020-03-24
339,44003,2020-03-28
340,33015,2020-03-28
341,34039,2020-03-21
342,23031,2020-04-01
343,23005,2020-04-01
344,23007,2020-04-01
345,34003,2020-03-21
346,09011,2020-03-23
347,25025,2020-03-24
348,23027,2020-04-01
349,23009,2020-04-01
350,36059,2020-03-22
351,34013,2020-03-21
352,25001,2020-03-24
353,23011,2020-04-01
354,09007,2020-03-23
355,09001,2020-03-23
356,33007,2020-03-28
357,50005,2020-03-24
358,21151,2020-03-26
359,21153,2020-03-26
360,21155,2020-03-26
361,21157,2020-03-26
362,21159,2020-03-26
363,21161,2020-03-26
364,21163,2020-03-26
365,21165,2020-03-26
366,21167,2020-03-26
367,21169,2020-03-26
368,21171,2020-03-26
369,21173,2020-03-26
370,21175,2020-03-26
371,21177,2020-03-26
372,21179,2020-03-26
373,21181,2020-03-26
374,21183,2020-03-26
375,21185,2020-03-26
376,21187,2020-03-26
377,21189,2020-03-26
378,21191,2020-03-26
379,21193,2020-03-26
380,21195,2020-03-26
381,21197,2020-03-26
382,21199,2020-03-26
383,21201,2020-03-26
384,21203,2020-03-26
385,21205,2020-03-26
386,21207,2020-03-26
387,21209,2020-03-26
388,21211,2020-03-26
389,21213,2020-03-26
390,21215,2020-03-26
391,21217,2020-03-26
392,21219,2020-03-26
393,21221,2020-03-26
394,21223,2020-03-26
395,21225,2020-03-26
396,21227,2020-03-26
397,21229,2020-03-26
398,21231,2020-03-26
399,21233,2020-03-26
400,21235,2020-03-26
401,21237,2020-03-26
402,21239,2020-03-26
403,21129,2020-03-26
404,21075,2020-03-26
405,21001,2020-03-26
406,21003,2020-03-26
407,21005,2020-03-26
408,21007,2020-03-26
409,21009,2020-03-26
410,21011,2020-03-26
411,21013,2020-03-26
412,21015,2020-03-26
413,21017,2020-03-26
414,21019,2020-03-26
415,21021,2020-03-26
416,21023,2020-03-26
417,21025,2020-03-26
418,21027,2020-03-26
419,21029,2020-03-26
420,21031,2020-03-26
421,21033,2020-03-26
422,21035,2020-03-26
423,21037,2020-03-26
424,21039,2020-03-26
425,21041,2020-03-26
426,21043,2020-03-26
427,21045,2020-03-26
428,21047,2020-03-26
429,21049,2020-03-26
430,21051,2020-03-26
431,21107,2020-03-26
432,21055,2020-03-26
433,21057,2020-03-26
434,21059,2020-03-26
435,21061,2020-03-26
436,21063,2020-03-26
437,21065,2020-03-26
438,21067,2020-03-26
439,21069,2020-03-26
440,21071,2020-03-26
441,21073,2020-03-26
442,21077,2020-03-26
443,21079,2020-03-26
444,21081,2020-03-26
445,21083,2020-03-26
446,21085,2020-03-26
447,21087,2020-03-26
448,21089,2020-03-26
449,21091,2020-03-26
450,21093,2020-03-26
451,21095,2020-03-26
452,21097,2020-03-26
453,21105,2020-03-26
454,21103,2020-03-26
455,21101,2020-03-26
456,21099,2020-03-26
457,21125,2020-03-26
458,21053,2020-03-26
459,26143,2020-03-24
460,26145,2020-03-24
461,26149,2020-03-24
462,26155,2020-03-24
463,26161,2020-03-24
464,28005,2020-04-03
465,28007,2020-04-03
466,28009,2020-04-03
467,28001,2020-04-03
468,28161,2020-04-03
469,28159,2020-04-03
470,28157,2020-04-03
471,28155,2020-04-03
472,28153,2020-04-03
473,28151,2020-04-03
474,28149,2020-04-03
475,28147,2020-04-03
476,28145,2020-04-03
477,28143,2020-04-03
478,28141,2020-04-03
479,28139,2020-04-03
480,28137,2020-04-03
481,28135,2020-04-03
482,28133,2020-04-03
483,28131,2020-04-03
484,28129,2020-04-03
485,28127,2020-04-03
486,28125,2020-04-03
487,28123,2020-04-03
488,28121,2020-04-03
489,28119,2020-04-03
490,28117,2020-04-03
491,28115,2020-04-03
492,28111,2020-04-03
493,28107,2020-04-03
494,28105,2020-04-03
495,28103,2020-04-03
496,28101,2020-04-03
497,28099,2020-04-03
498,28097,2020-04-03
499,28095,2020-04-03
500,28093,2020-04-03
501,28091,2020-04-03
502,19045,NA
503,19047,NA
504,19049,NA
505,19051,NA
506,19053,NA
507,19197,NA
508,19191,NA
509,19193,NA
510,19195,NA
511,19105,NA
512,19187,NA
513,19189,NA
514,17077,2020-03-21
515,17081,2020-03-21
516,17083,2020-03-21
517,17085,2020-03-21
518,17087,2020-03-21
519,17089,2020-03-21
520,17091,2020-03-21
521,17093,2020-03-21
522,17075,2020-03-21
523,17099,2020-03-21
524,17101,2020-03-21
525,17073,2020-03-21
526,17105,2020-03-21
527,17107,2020-03-21
528,17109,2020-03-21
529,17111,2020-03-21
530,17113,2020-03-21
531,17115,2020-03-21
532,17117,2020-03-21
533,17119,2020-03-21
534,17121,2020-03-21
535,17123,2020-03-21
536,17125,2020-03-21
537,17127,2020-03-21
538,46069,NA
539,46067,NA
540,46065,NA
541,46063,NA
542,46061,NA
543,46059,NA
544,46057,NA
545,46055,NA
546,46053,NA
547,46051,NA
548,46049,NA
549,46045,NA
550,46043,NA
551,46041,NA
552,46039,NA
553,46037,NA
554,46035,NA
555,46031,NA
556,46029,NA
557,46027,NA
558,46025,NA
559,46023,NA
560,46021,NA
561,46017,NA
562,46015,NA
563,46013,NA
564,46011,NA
565,46009,NA
566,46007,NA
567,46005,NA
568,46003,NA
569,46095,NA
570,46019,NA
571,46075,NA
572,46125,NA
573,46127,NA
574,08009,2020-03-26
575,08011,2020-03-26
576,08017,2020-03-26
577,08025,2020-03-26
578,08063,2020-03-26
579,08075,2020-03-26
580,08087,2020-03-26
581,08089,2020-03-26
582,08095,2020-03-26
583,08099,2020-03-26
584,08111,2020-03-26
585,08115,2020-03-26
586,08121,2020-03-26
587,08125,2020-03-26
588,20067,2020-03-30
589,20201,2020-03-30
590,20203,2020-03-30
591,20205,2020-03-30
592,20207,2020-03-30
593,20197,2020-03-30
594,20199,2020-03-30
595,30001,2020-03-28
596,30005,2020-03-28
597,30007,2020-03-28
598,30011,2020-03-28
599,30013,2020-03-28
600,30015,2020-03-28
601,30017,2020-03-28
602,30019,2020-03-28
603,30021,2020-03-28
604,30023,2020-03-28
605,30025,2020-03-28
606,30027,2020-03-28
607,30033,2020-03-28
608,30041,2020-03-28
609,50009,2020-03-24
610,36013,2020-03-22
611,72137,NA
612,72145,NA
613,36103,2020-03-22
614,25005,2020-03-24
615,36081,2020-03-22
616,36081,2020-03-22
617,36047,2020-03-22
618,36045,2020-03-22
619,33009,2020-03-28
620,54041,2020-03-24
621,54033,2020-03-24
622,54017,2020-03-24
623,13317,2020-04-03
624,13315,2020-04-03
625,13313,2020-04-03
626,13311,2020-04-03
627,13309,2020-04-03
628,13307,2020-04-03
629,13305,2020-04-03
630,13303,2020-04-03
631,13301,2020-04-03
632,13299,2020-04-03
633,13295,2020-04-03
634,13291,2020-04-03
635,13289,2020-04-03
636,13287,2020-04-03
637,13285,2020-04-03
638,13283,2020-04-03
639,13281,2020-04-03
640,13279,2020-04-03
641,13277,2020-04-03
642,13275,2020-04-03
643,13273,2020-04-03
644,13271,2020-04-03
645,13267,2020-04-03
646,13265,2020-04-03
647,13263,2020-04-03
648,13261,2020-04-03
649,13259,2020-04-03
650,13257,2020-04-03
651,13255,2020-04-03
652,13251,2020-04-03
653,13249,2020-04-03
654,13247,2020-04-03
655,13245,2020-04-03
656,13243,2020-04-03
657,13241,2020-04-03
658,13237,2020-04-03
659,13235,2020-04-03
660,13233,2020-04-03
661,13231,2020-04-03
662,13229,2020-04-03
663,13227,2020-04-03
664,13225,2020-04-03
665,13223,2020-04-03
666,13221,2020-04-03
667,13219,2020-04-03
668,13217,2020-04-03
669,13215,2020-04-03
670,13091,2020-04-03
671,13093,2020-04-03
672,13095,2020-04-03
673,13097,2020-04-03
674,13099,2020-04-03
675,13101,2020-04-03
676,13105,2020-04-03
677,13107,2020-04-03
678,13111,2020-04-03
679,13113,2020-04-03
680,13115,2020-04-03
681,13117,2020-04-03
682,13119,2020-04-03
683,13123,2020-04-03
684,13125,2020-04-03
685,13129,2020-04-03
686,13131,2020-04-03
687,13133,2020-04-03
688,13135,2020-04-03
689,13137,2020-04-03
690,13139,2020-04-03
691,13141,2020-04-03
692,13143,2020-04-03
693,13145,2020-04-03
694,13147,2020-04-03
695,13149,2020-04-03
696,13151,2020-04-03
697,13153,2020-04-03
698,13155,2020-04-03
699,13157,2020-04-03
700,13063,2020-04-03
701,13163,2020-04-03
702,18163,2020-03-25
703,18161,2020-03-25
704,18159,2020-03-25
705,18157,2020-03-25
706,18155,2020-03-25
707,18153,2020-03-25
708,18151,2020-03-25
709,18149,2020-03-25
710,18147,2020-03-25
711,18145,2020-03-25
712,18143,2020-03-25
713,18141,2020-03-25
714,18139,2020-03-25
715,18175,2020-03-25
716,18135,2020-03-25
717,18133,2020-03-25
718,18131,2020-03-25
719,18129,2020-03-25
720,18127,2020-03-25
721,18125,2020-03-25
722,18123,2020-03-25
723,18121,2020-03-25
724,18119,2020-03-25
725,18117,2020-03-25
726,18115,2020-03-25
727,18113,2020-03-25
728,18111,2020-03-25
729,18109,2020-03-25
730,18107,2020-03-25
731,18105,2020-03-25
732,18103,2020-03-25
733,18101,2020-03-25
734,19163,NA
735,19161,NA
736,19159,NA
737,19157,NA
738,19155,NA
739,19153,NA
740,19151,NA
741,19149,NA
742,19147,NA
743,19145,NA
744,19143,NA
745,19141,NA
746,19139,NA
747,19137,NA
748,19135,NA
749,19133,NA
750,19131,NA
751,19129,NA
752,19127,NA
753,19125,NA
754,19123,NA
755,19121,NA
756,19119,NA
757,19117,NA
758,19115,NA
759,19113,NA
760,19111,NA
761,19109,NA
762,19107,NA
763,19103,NA
764,19101,NA
765,19097,NA
766,51137,2020-03-30
767,51157,2020-03-30
768,51165,2020-03-30
769,51171,2020-03-30
770,51187,2020-03-30
771,51003,2020-03-30
772,51177,2020-03-30
773,51015,2020-03-30
774,51069,2020-03-30
775,51079,2020-03-30
776,51047,2020-03-30
777,51043,2020-03-30
778,51113,2020-03-30
779,51139,2020-03-30
780,54065,2020-03-24
781,54037,2020-03-24
782,54031,2020-03-24
783,54003,2020-03-24
784,24013,2020-03-30
785,24027,2020-03-30
786,51107,2020-03-30
787,51091,2020-03-30
788,54071,2020-03-24
789,51061,2020-03-30
790,24001,2020-03-30
791,54057,2020-03-24
792,54023,2020-03-24
793,51660,2020-03-30
794,51820,2020-03-30
795,51840,2020-03-30
796,51790,2020-03-30
797,13213,2020-04-03
798,13211,2020-04-03
799,13209,2020-04-03
800,13207,2020-04-03
801,13205,2020-04-03
802,13201,2020-04-03
803,13199,2020-04-03
804,13197,2020-04-03
805,13195,2020-04-03
806,13189,2020-04-03
807,13187,2020-04-03
808,13185,2020-04-03
809,13181,2020-04-03
810,13175,2020-04-03
811,13173,2020-04-03
812,13171,2020-04-03
813,13169,2020-04-03
814,13167,2020-04-03
815,13165,2020-04-03
816,13319,2020-04-03
817,13161,2020-04-03
818,13293,2020-04-03
819,13193,2020-04-03
820,13109,2020-04-03
821,13177,2020-04-03
822,13269,2020-04-03
823,13027,2020-04-03
824,13001,2020-04-03
825,13003,2020-04-03
826,13005,2020-04-03
827,13007,2020-04-03
828,13009,2020-04-03
829,13011,2020-04-03
830,13013,2020-04-03
831,13015,2020-04-03
832,13017,2020-04-03
833,13019,2020-04-03
834,13021,2020-04-03
835,13023,2020-04-03
836,13025,2020-04-03
837,13031,2020-04-03
838,13033,2020-04-03
839,13035,2020-04-03
840,13037,2020-04-03
841,13043,2020-04-03
842,13045,2020-04-03
843,13047,2020-04-03
844,13053,2020-04-03
845,13055,2020-04-03
846,13057,2020-04-03
847,13059,2020-04-03
848,13321,2020-04-03
849,13065,2020-04-03
850,13067,2020-04-03
851,13069,2020-04-03
852,13071,2020-04-03
853,13073,2020-04-03
854,13075,2020-04-03
855,13077,2020-04-03
856,13079,2020-04-03
857,13081,2020-04-03
858,13083,2020-04-03
859,13085,2020-04-03
860,13089,2020-04-03
861,26001,2020-03-24
862,26165,2020-03-24
863,26069,2020-03-24
864,26015,2020-03-24
865,26023,2020-03-24
866,26025,2020-03-24
867,26027,2020-03-24
868,26035,2020-03-24
869,26037,2020-03-24
870,26039,2020-03-24
871,26043,2020-03-24
872,26045,2020-03-24
873,26049,2020-03-24
874,26051,2020-03-24
875,26057,2020-03-24
876,26059,2020-03-24
877,26065,2020-03-24
878,26067,2020-03-24
879,26071,2020-03-24
880,26073,2020-03-24
881,26075,2020-03-24
882,26077,2020-03-24
883,26079,2020-03-24
884,26081,2020-03-24
885,26085,2020-03-24
886,26087,2020-03-24
887,26091,2020-03-24
888,26093,2020-03-24
889,26101,2020-03-24
890,26107,2020-03-24
891,26111,2020-03-24
892,26113,2020-03-24
893,26117,2020-03-24
894,26119,2020-03-24
895,26123,2020-03-24
896,26125,2020-03-24
897,26129,2020-03-24
898,26133,2020-03-24
899,26135,2020-03-24
900,26137,2020-03-24
901,37093,2020-03-30
902,37001,2020-03-30
903,37003,2020-03-30
904,37005,2020-03-30
905,37007,2020-03-30
906,37009,2020-03-30
907,37011,2020-03-30
908,37021,2020-03-30
909,37025,2020-03-30
910,37033,2020-03-30
911,37035,2020-03-30
912,37037,2020-03-30
913,37039,2020-03-30
914,37043,2020-03-30
915,37045,2020-03-30
916,37051,2020-03-30
917,37057,2020-03-30
918,37059,2020-03-30
919,37063,2020-03-30
920,37065,2020-03-30
921,37067,2020-03-30
922,37069,2020-03-30
923,37071,2020-03-30
924,37075,2020-03-30
925,37077,2020-03-30
926,37079,2020-03-30
927,37081,2020-03-30
928,37083,2020-03-30
929,37087,2020-03-30
930,37089,2020-03-30
931,37097,2020-03-30
932,37105,2020-03-30
933,37109,2020-03-30
934,37113,2020-03-30
935,37115,2020-03-30
936,37119,2020-03-30
937,37121,2020-03-30
938,37123,2020-03-30
939,37125,2020-03-30
940,37197,2020-03-30
941,37135,2020-03-30
942,37145,2020-03-30
943,37147,2020-03-30
944,37151,2020-03-30
945,37153,2020-03-30
946,37155,2020-03-30
947,37157,2020-03-30
948,37165,2020-03-30
949,37167,2020-03-30
950,37169,2020-03-30
951,37171,2020-03-30
952,37173,2020-03-30
953,37175,2020-03-30
954,37179,2020-03-30
955,37181,2020-03-30
956,37183,2020-03-30
957,37185,2020-03-30
958,37189,2020-03-30
959,37193,2020-03-30
960,37195,2020-03-30
961,37199,2020-03-30
962,37127,2020-03-30
963,37159,2020-03-30
964,39001,2020-03-24
965,39003,2020-03-24
966,39005,2020-03-24
967,39009,2020-03-24
968,39011,2020-03-24
969,39013,2020-03-24
970,39015,2020-03-24
971,39017,2020-03-24
972,39019,2020-03-24
973,39021,2020-03-24
974,39023,2020-03-24
975,39175,2020-03-24
976,39027,2020-03-24
977,39029,2020-03-24
978,39031,2020-03-24
979,39033,2020-03-24
980,39037,2020-03-24
981,39039,2020-03-24
982,39041,2020-03-24
983,39045,2020-03-24
984,39047,2020-03-24
985,39049,2020-03-24
986,39051,2020-03-24
987,39053,2020-03-24
988,39057,2020-03-24
989,39059,2020-03-24
990,39061,2020-03-24
991,39063,2020-03-24
992,39065,2020-03-24
993,39067,2020-03-24
994,39069,2020-03-24
995,39073,2020-03-24
996,39075,2020-03-24
997,39077,2020-03-24
998,39079,2020-03-24
999,39081,2020-03-24
1000,39083,2020-03-24
1001,39087,2020-03-24
1002,39089,2020-03-24
1003,39091,2020-03-24
1004,39093,2020-03-24
1005,39097,2020-03-24
1006,39099,2020-03-24
1007,39101,2020-03-24
1008,39103,2020-03-24
1009,39105,2020-03-24
1010,39107,2020-03-24
1011,39109,2020-03-24
1012,39111,2020-03-24
1013,39113,2020-03-24
1014,39115,2020-03-24
1015,39117,2020-03-24
1016,39119,2020-03-24
1017,39121,2020-03-24
1018,39125,2020-03-24
1019,39127,2020-03-24
1020,39129,2020-03-24
1021,39131,2020-03-24
1022,39133,2020-03-24
1023,39135,2020-03-24
1024,39137,2020-03-24
1025,39139,2020-03-24
1026,39141,2020-03-24
1027,39145,2020-03-24
1028,39147,2020-03-24
1029,39149,2020-03-24
1030,39151,2020-03-24
1031,39153,2020-03-24
1032,39155,2020-03-24
1033,39157,2020-03-24
1034,39159,2020-03-24
1035,39161,2020-03-24
1036,39163,2020-03-24
1037,39165,2020-03-24
1038,39167,2020-03-24
1039,39169,2020-03-24
1040,39171,2020-03-24
1041,39173,2020-03-24
1042,39025,2020-03-24
1043,39071,2020-03-24
1044,45001,2020-04-07
1045,45005,2020-04-07
1046,45007,2020-04-07
1047,45009,2020-04-07
1048,45021,2020-04-07
1049,45023,2020-04-07
1050,45025,2020-04-07
1051,45031,2020-04-07
1052,45037,2020-04-07
1053,45039,2020-04-07
1054,45047,2020-04-07
1055,45055,2020-04-07
1056,45057,2020-04-07
1057,45059,2020-04-07
1058,45061,2020-04-07
1059,45063,2020-04-07
1060,45065,2020-04-07
1061,45069,2020-04-07
1062,45071,2020-04-07
1063,45079,2020-04-07
1064,45081,2020-04-07
1065,45083,2020-04-07
1066,45091,2020-04-07
1067,45087,2020-04-07
1068,45003,2020-04-07
1069,37101,2020-03-30
1070,37107,2020-03-30
1071,37191,2020-03-30
1072,37085,2020-03-30
1073,37163,2020-03-30
1074,37047,2020-03-30
1075,45033,2020-04-07
1076,45067,2020-04-07
1077,45017,2020-04-07
1078,45041,2020-04-07
1079,45085,2020-04-07
1080,45027,2020-04-07
1081,45035,2020-04-07
1082,13103,2020-04-03
1083,45075,2020-04-07
1084,45089,2020-04-07
1085,37055,2020-03-30
1086,37137,2020-03-30
1087,37017,2020-03-30
1088,13087,2020-04-03
1089,13087,2020-04-03
1090,45049,2020-04-07
1091,45019,2020-04-07
1092,45019,2020-04-07
1093,13253,2020-04-03
1094,13253,2020-04-03
1095,39095,2020-03-24
1096,39123,2020-03-24
1097,39055,2020-03-24
1098,13049,2020-04-03
1099,37103,2020-03-30
1100,39085,2020-03-24
1101,39143,2020-03-24
1102,37061,2020-03-30
1103,13239,2020-04-03
1104,13061,2020-04-03
1105,13179,2020-04-03
1106,13121,2020-04-03
1107,37111,2020-03-30
1108,37149,2020-03-30
1109,37161,2020-03-30
1110,37099,2020-03-30
1111,37027,2020-03-30
1112,37023,2020-03-30
1113,39007,2020-03-24
1114,45045,2020-04-07
1115,45073,2020-04-07
1116,45077,2020-04-07
1117,13039,2020-04-03
1118,45015,2020-04-07
1119,45051,2020-04-07
1120,13029,2020-04-03
1121,45029,2020-04-07
1122,13051,2020-04-03
1123,13051,2020-04-03
1124,13183,2020-04-03
1125,39035,2020-03-24
1126,39043,2020-03-24
1127,13127,2020-04-03
1128,13191,2020-04-03
1129,28027,2020-04-03
1130,28025,2020-04-03
1131,28023,2020-04-03
1132,28021,2020-04-03
1133,28019,2020-04-03
1134,28017,2020-04-03
1135,28015,2020-04-03
1136,28013,2020-04-03
1137,28011,2020-04-03
1138,28109,2020-04-03
1139,28003,2020-04-03
1140,28163,2020-04-03
1141,47133,2020-04-01
1142,47135,2020-04-01
1143,01041,2020-04-04
1144,01043,2020-04-04
1145,01045,2020-04-04
1146,01047,2020-04-04
1147,01049,2020-04-04
1148,01051,2020-04-04
1149,01053,2020-04-04
1150,01055,2020-04-04
1151,01057,2020-04-04
1152,01059,2020-04-04
1153,01061,2020-04-04
1154,01063,2020-04-04
1155,01065,2020-04-04
1156,01069,2020-04-04
1157,01073,2020-04-04
1158,01075,2020-04-04
1159,01077,2020-04-04
1160,01079,2020-04-04
1161,01081,2020-04-04
1162,01083,2020-04-04
1163,01085,2020-04-04
1164,01087,2020-04-04
1165,01089,2020-04-04
1166,01091,2020-04-04
1167,01093,2020-04-04
1168,01095,2020-04-04
1169,01099,2020-04-04
1170,01101,2020-04-04
1171,01103,2020-04-04
1172,31049,NA
1173,31051,NA
1174,31053,NA
1175,31055,NA
1176,31057,NA
1177,31059,NA
1178,31061,NA
1179,31063,NA
1180,31065,NA
1181,31067,NA
1182,31069,NA
1183,31071,NA
1184,31073,NA
1185,31075,NA
1186,31077,NA
1187,31079,NA
1188,31081,NA
1189,31083,NA
1190,31085,NA
1191,31087,NA
1192,31089,NA
1193,31091,NA
1194,31093,NA
1195,31095,NA
1196,31097,NA
1197,31099,NA
1198,31101,NA
1199,31103,NA
1200,31105,NA
1201,31107,NA
1202,24025,2020-03-30
1203,24009,2020-03-30
1204,51510,2020-03-30
1205,24510,2020-03-30
1206,24037,2020-03-30
1207,24009,2020-03-30
1208,24003,2020-03-30
1209,24037,2020-03-30
1210,24017,2020-03-30
1211,51099,2020-03-30
1212,51059,2020-03-30
1213,51153,2020-03-30
