,Country,lockdown
3017,41007,2020-03-23
3018,41009,2020-03-23
3019,41067,2020-03-23
3020,41071,2020-03-23
3021,41047,2020-03-23
3022,41043,2020-03-23
3023,41027,2020-03-23
3024,41053,2020-03-23
3025,41003,2020-03-23
3026,41029,2020-03-23
3027,41033,2020-03-23
3028,41035,2020-03-23
3029,41013,2020-03-23
3030,41037,2020-03-23
3031,41049,2020-03-23
3032,41023,2020-03-23
3033,41063,2020-03-23
3034,41059,2020-03-23
3035,49037,2020-03-27
3036,49019,2020-03-27
3037,53023,2020-03-23
3038,53059,2020-03-23
3039,53013,2020-03-23
3040,53063,2020-03-23
3041,53015,2020-03-23
3042,53069,2020-03-23
3043,53047,2020-03-23
3044,53017,2020-03-23
3045,53003,2020-03-23
3046,53037,2020-03-23
3047,53043,2020-03-23
3048,53025,2020-03-23
3049,53007,2020-03-23
3050,53001,2020-03-23
3051,53071,2020-03-23
3052,49053,2020-03-27
3053,49021,2020-03-27
3054,49025,2020-03-27
3055,49001,2020-03-27
3056,49017,2020-03-27
3057,49055,2020-03-27
3058,49041,2020-03-27
3059,49007,2020-03-27
3060,49015,2020-03-27
3061,49027,2020-03-27
3062,49023,2020-03-27
3063,49039,2020-03-27
3064,49045,2020-03-27
3065,49049,2020-03-27
3066,49057,2020-03-27
3067,49011,2020-03-27
3068,49013,2020-03-27
3069,49051,2020-03-27
3070,49005,2020-03-27
3071,49029,2020-03-27
3072,53011,2020-03-23
3073,41051,2020-03-23
3074,41005,2020-03-23
3075,41021,2020-03-23
3076,41055,2020-03-23
3077,41065,2020-03-23
3078,16037,2020-03-25
3079,04011,2020-03-31
3080,06095,2020-03-19
3081,06013,2020-03-19
3082,06087,2020-03-19
3083,06097,2020-03-19
3084,06045,2020-03-19
3085,41011,2020-03-23
3086,41041,2020-03-23
3087,53035,2020-03-23
3088,06081,2020-03-19
3089,06075,2020-03-19
3090,53029,2020-03-23
3091,53049,2020-03-23
3092,53077,2020-03-23
3093,53067,2020-03-23
3094,53041,2020-03-23
3095,53061,2020-03-23
3096,53073,2020-03-23
3097,53045,2020-03-23
3098,53027,2020-03-23
3099,53057,2020-03-23
3100,53053,2020-03-23
3101,53033,2020-03-23
3102,53031,2020-03-23
3103,06079,2020-03-19
3104,06067,2020-03-19
3105,53009,2020-03-23
3106,06015,2020-03-19
3107,51530,2020-03-30
3108,51590,2020-03-30
3109,51678,2020-03-30
3110,51720,2020-03-30
3111,51775,2020-03-30
3112,51770,2020-03-30
3113,51690,2020-03-30
3114,51640,2020-03-30
3115,51680,2020-03-30
3116,51580,2020-03-30
3117,51520,2020-03-30
3118,51750,2020-03-30
3119,27017,2020-03-28
3120,53005,2020-03-23
3121,49009,2020-03-27
3122,53055,2020-03-23
3123,49003,2020-03-27
3124,49035,2020-03-27
3125,06059,2020-03-19
3126,12103,2020-04-03
3127,12129,2020-04-03
3128,12065,2020-04-03
3129,12123,2020-04-03
3130,12029,2020-04-03
3131,12075,2020-04-03
3132,12075,2020-04-03
3133,12017,2020-04-03
3134,12017,2020-04-03
3135,12053,2020-04-03
3136,12101,2020-04-03
3137,12081,2020-04-03
3138,12081,2020-04-03
3139,12057,2020-04-03
3140,12057,2020-04-03
3141,12037,2020-04-03
3142,12077,2020-04-03
3143,48321,2020-04-02
3144,45053,2020-04-07
3145,48241,2020-04-02
3146,28061,2020-04-03
3147,13159,2020-04-03
3148,29097,2020-04-06
3149,17079,2020-03-21
3150,18073,2020-03-25
3151,19099,NA
3152,12129,2020-04-03
3153,27007,2020-03-28
3154,28035,2020-04-03
3155,45013,2020-04-07
3156,45013,2020-04-07
3157,24021,2020-03-30
3158,24031,2020-03-30
3159,24043,2020-03-30
3160,51610,2020-03-30
3161,51600,2020-03-30
3162,51540,2020-03-30
3163,51685,2020-03-30
3164,51683,2020-03-30
3165,51630,2020-03-30
3166,51013,2020-03-30
3167,24025,2020-03-30
3168,24005,2020-03-30
3169,11001,2020-04-01
3170,24033,2020-03-30
3171,24005,2020-03-30
3172,24003,2020-03-30
3173,37091,2020-03-30
3174,37073,2020-03-30
3175,37131,2020-03-30
3176,51175,2020-03-30
3177,51041,2020-03-30
3178,51081,2020-03-30
3179,51087,2020-03-30
3180,51075,2020-03-30
3181,51065,2020-03-30
3182,51053,2020-03-30
3183,51049,2020-03-30
3184,51033,2020-03-30
3185,51025,2020-03-30
3186,51007,2020-03-30
3187,51036,2020-03-30
3188,51159,2020-03-30
3189,51109,2020-03-30
3190,51111,2020-03-30
3191,51117,2020-03-30
3192,51036,2020-03-30
3193,51057,2020-03-30
3194,51159,2020-03-30
3195,51057,2020-03-30
3196,37091,2020-03-30
3197,37015,2020-03-30
3198,51730,2020-03-30
3199,51760,2020-03-30
3200,51570,2020-03-30
3201,51670,2020-03-30
3202,24047,2020-03-30
3203,24047,2020-03-30
3204,37041,2020-03-30
3205,37139,2020-03-30
3206,37015,2020-03-30
3207,37143,2020-03-30
3208,51095,2020-03-30
3209,51710,2020-03-30
3210,37029,2020-03-30
3211,51800,2020-03-30
3212,51550,2020-03-30
3213,51133,2020-03-30
3214,51115,2020-03-30
3215,51115,2020-03-30
3216,51103,2020-03-30
3217,51133,2020-03-30
3218,51073,2020-03-30
3219,51095,2020-03-30
3220,51650,2020-03-30
3221,51800,2020-03-30
3222,51810,2020-03-30
3223,51119,2020-03-30
3224,51119,2020-03-30
3225,51073,2020-03-30
3226,51181,2020-03-30
3227,51093,2020-03-30
3228,37053,2020-03-30
3229,51103,2020-03-30
3230,51181,2020-03-30
3231,37053,2020-03-30
3232,37029,2020-03-30
3233,37139,2020-03-30
3234,37143,2020-03-30
3235,37041,2020-03-30
3236,51735,2020-03-30
3237,51199,2020-03-30
3238,51740,2020-03-30
3239,51650,2020-03-30
3240,51700,2020-03-30
3241,51735,2020-03-30
3242,24039,2020-03-30
3243,51097,2020-03-30
3244,24019,2020-03-30
3245,24045,2020-03-30
3246,24019,2020-03-30
3247,51193,2020-03-30
3248,51193,2020-03-30
3249,24045,2020-03-30
3250,54027,2020-03-24
3251,51149,2020-03-30
3252,51620,2020-03-30
3253,51595,2020-03-30
3254,51131,2020-03-30
3255,24039,2020-03-30
3256,34041,2020-03-21
3257,34007,2020-03-21
3258,34019,2020-03-21
3259,34021,2020-03-21
3260,34027,2020-03-21
3261,34035,2020-03-21
3262,34037,2020-03-21
3263,42011,2020-04-01
3264,42017,2020-04-01
3265,42077,2020-04-01
3266,42089,2020-04-01
3267,42091,2020-04-01
3268,42101,2020-04-01
3269,42025,2020-04-01
3270,42045,2020-04-01
3271,34015,2020-03-21
3272,42095,2020-04-01
3273,42029,2020-04-01
3274,24011,2020-03-30
3275,10003,2020-03-24
3276,24015,2020-03-30
3277,24029,2020-03-30
3278,10001,2020-03-24
3279,34023,2020-03-21
3280,10005,2020-03-24
3281,34005,2020-03-21
3282,24035,2020-03-30
3283,41019,2020-03-23
3284,48057,2020-04-02
3285,48239,2020-04-02
3286,15007,2020-03-25
3287,15007,2020-03-25
3288,15009,2020-03-25
3289,15009,2020-03-25
3290,15009,2020-03-25
3291,15009,2020-03-25
3292,15001,2020-03-25
3293,15003,2020-03-25
3294,51001,2020-03-30
3295,02013,2020-03-28
3296,02016,2020-03-28
3297,02164,2020-03-28
3298,02068,2020-03-28
3299,02290,2020-03-28
3300,02180,2020-03-28
3301,02158,2020-03-28
3302,02050,2020-03-28
3303,02090,2020-03-28
3304,02240,2020-03-28
3305,02170,2020-03-28
3306,02020,2020-03-28
3307,02070,2020-03-28
3308,02122,2020-03-28
3309,02188,2020-03-28
3310,02185,2020-03-28
3311,02060,2020-03-28
3312,02150,2020-03-28
3313,02282,2020-03-28
3314,02105,2020-03-28
3315,02100,2020-03-28
3316,02110,2020-03-28
3317,02220,2020-03-28
3318,02130,2020-03-28
3319,02198,2020-03-28
3320,02275,2020-03-28
3321,02195,2020-03-28
3322,02230,2020-03-28
3323,02261,2020-03-28
3324,36029,2020-03-22
3325,36061,2020-03-22
3326,51199,2020-03-30
3327,48261,2020-04-02
3328,48489,2020-04-02
3329,26033,2020-03-24
3330,41015,2020-03-23
3331,17999,2020-03-21
