"state","countyCode","countyName","retail.recreation","grocery.pharmacy","parks","transitstations","workplace","residential","date"
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-01
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-02
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-03
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-04
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-05
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-06
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-07
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-08
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-09
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-10
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-11
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-12
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-13
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-14
"Illinois","17001","Adams",-0.03,-0.02,-0.31,-0.07,-0.06,0,2020-02-15
"Illinois","17005","Bond",-0.14,-0.05,-0.31,-0.07,-0.02,0,2020-02-15
"Illinois","17007","Boone",-0.14,-0.05,-0.31,-0.2,-0.03,0,2020-02-15
"Illinois","17011","Bureau",-0.13,-0.04,-0.31,-0.04,-0.07,0,2020-02-15
"Illinois","17015","Carroll",0.03,0.1,-0.31,-0.04,-0.02,0,2020-02-15
"Illinois","17017","Cass",-0.03,0.1,-0.31,-0.04,0.27,0,2020-02-15
"Illinois","17019","Champaign",-0.14,-0.08,-0.31,-0.04,-0.07,0,2020-02-15
"Illinois","17021","Christian",-0.01,-0.05,-0.17,0.09,-0.04,0.01,2020-02-15
"Illinois","17023","Clark",-0.04,0.05,-0.17,0.09,-0.04,0.01,2020-02-15
"Illinois","17025","Clay",0.04,0.05,-0.17,-0.03,0.03,0.01,2020-02-15
"Illinois","17027","Clinton",-0.05,0.05,-0.17,-0.03,0.03,0.01,2020-02-15
"Illinois","17029","Coles",-0.01,0,-0.17,-0.03,0.02,0.01,2020-02-15
"Illinois","17031","Cook",-0.05,-0.01,-0.17,-0.03,-0.02,0.01,2020-02-15
"Illinois","17033","Crawford",-0.04,0.02,-0.1,0.06,-0.04,0.01,2020-02-15
"Illinois","17035","Cumberland",-0.03,-0.07,-0.1,0.06,-0.04,0.01,2020-02-15
"Illinois","17039","De Witt",-0.03,-0.07,-0.1,-0.01,-0.04,0.01,2020-02-15
"Illinois","17037","DeKalb",-0.11,-0.13,-0.1,-0.01,-0.06,0.01,2020-02-15
"Illinois","17041","Douglas",-0.2,-0.02,-0.1,-0.01,0,0.01,2020-02-15
"Illinois","17043","DuPage",-0.05,-0.05,-0.1,-0.01,-0.04,0.01,2020-02-15
"Illinois","17045","Edgar",-0.05,0.06,-0.43,0.01,0.02,0.01,2020-02-15
"Illinois","17049","Effingham",-0.08,-0.02,-0.43,0.01,0.01,0.01,2020-02-15
"Illinois","17051","Fayette",-0.14,0.07,-0.43,0.02,0.03,0.01,2020-02-15
"Illinois","17053","Ford",-0.03,0.15,-0.43,0.02,0,0.01,2020-02-15
"Illinois","17055","Franklin",0.01,-0.04,-0.43,0.02,0,0.01,2020-02-15
"Illinois","17057","Fulton",-0.02,-0.03,-0.43,0.19,0.03,0.01,2020-02-15
"Illinois","17061","Greene",0,0.03,-0.43,0.19,0.02,0.01,2020-02-15
"Illinois","17063","Grundy",-0.2,-0.02,-0.43,0.19,0.02,0.01,2020-02-15
"Illinois","17067","Hancock",-0.19,-0.04,-0.43,-0.14,-0.04,0.01,2020-02-15
"Illinois","17073","Henry",-0.02,0.02,-0.43,-0.14,0.03,0.01,2020-02-15
"Illinois","17075","Iroquois",-0.05,0,-0.43,0.03,-0.01,0.01,2020-02-15
"Illinois","17077","Jackson",-0.07,-0.03,-0.43,-0.03,0.04,0.01,2020-02-15
"Illinois","17079","Jasper",-0.19,-0.06,0,-0.03,0.02,0.01,2020-02-15
"Illinois","17081","Jefferson",-0.1,-0.06,0,-0.03,0.02,0.01,2020-02-15
"Illinois","17083","Jersey",-0.06,-0.44,0,-0.05,-0.1,0.01,2020-02-15
"Illinois","17085","Jo Daviess",-0.18,-0.44,0,-0.05,-0.05,0.01,2020-02-15
"Illinois","17087","Johnson",-0.04,-0.06,0,-0.05,-0.03,0.01,2020-02-15
"Illinois","17089","Kane",-0.04,-0.06,-0.02,-0.05,-0.03,0.01,2020-02-15
"Illinois","17091","Kankakee",-0.09,-0.1,-0.09,0.04,-0.02,0.01,2020-02-15
"Illinois","17093","Kendall",-0.04,-0.07,-0.09,-0.22,-0.02,0.01,2020-02-15
"Illinois","17095","Knox",0.01,-0.25,-0.04,-0.22,0,0.01,2020-02-15
"Illinois","17097","Lake",-0.04,-0.07,-0.04,-0.05,-0.02,0.01,2020-02-15
"Illinois","17099","LaSalle",-0.11,-0.02,-0.05,-0.06,0.01,0.02,2020-02-15
"Illinois","17101","Lawrence",-0.02,-0.17,-0.25,-0.02,0.04,0.01,2020-02-15
"Illinois","17103","Lee",-0.17,-0.17,-0.25,-0.02,-0.04,0.01,2020-02-15
"Illinois","17105","Livingston",-0.06,-0.11,-0.25,-0.02,0,0.01,2020-02-15
"Illinois","17107","Logan",-0.11,-0.1,-0.25,-0.02,0.03,0.01,2020-02-15
"Illinois","17115","Macon",-0.01,0.02,-0.25,-0.02,0.01,0.01,2020-02-15
"Illinois","17117","Macoupin",-0.06,-0.02,-0.25,-0.05,-0.06,0,2020-02-15
"Illinois","17119","Madison",-0.03,-0.04,-0.25,-0.05,-0.03,0,2020-02-15
"Illinois","17121","Marion",-0.04,-0.07,0.01,-0.14,0.01,0.01,2020-02-15
"Illinois","17125","Mason",-0.08,0.13,0.01,-0.14,0,0.01,2020-02-15
"Illinois","17127","Massac",-0.15,0.01,0.01,-0.14,-0.06,0.01,2020-02-15
"Illinois","17109","McDonough",-0.14,-0.09,0.01,-0.14,-0.06,0.01,2020-02-15
"Illinois","17111","McHenry",-0.04,-0.05,0.01,-0.14,-0.06,0.01,2020-02-15
"Illinois","17113","McLean",-0.09,-0.07,-0.01,-0.01,-0.07,0.01,2020-02-15
"Illinois","17131","Mercer",-0.1,-0.02,-0.04,-0.01,-0.07,0,2020-02-15
"Illinois","17133","Monroe",0.03,-0.02,-0.04,-0.01,-0.05,0,2020-02-15
"Illinois","17135","Montgomery",-0.04,0,-0.04,-0.01,-0.01,0,2020-02-15
"Illinois","17137","Morgan",-0.07,0.03,-0.04,-0.01,0.01,0,2020-02-15
"Illinois","17139","Moultrie",0.08,-0.04,-0.04,-0.01,-0.02,0,2020-02-15
"Illinois","17141","Ogle",-0.06,-0.04,-0.04,-0.01,-0.02,0,2020-02-15
"Illinois","17143","Peoria",-0.07,-0.05,-0.04,-0.01,-0.05,0,2020-02-15
"Illinois","17145","Perry",-0.09,-0.18,-0.57,0.04,-0.04,0.01,2020-02-15
"Illinois","17147","Piatt",-0.13,0.04,-0.57,0.04,-0.09,0.01,2020-02-15
"Illinois","17149","Pike",0.04,0.04,-0.57,0.04,0.08,0.01,2020-02-15
"Illinois","17157","Randolph",-0.03,0.04,-0.57,0.04,0.08,0.01,2020-02-15
"Illinois","17159","Richland",-0.08,-0.16,-0.57,0.04,0.04,0.01,2020-02-15
"Illinois","17161","Rock Island",-0.05,-0.16,-0.57,0.04,-0.05,0.01,2020-02-15
"Illinois","17165","Saline",0.01,0.04,-0.25,0,-0.04,0,2020-02-15
"Illinois","17167","Sangamon",-0.05,0,-0.25,0,0.01,0,2020-02-15
"Illinois","17173","Shelby",-0.1,0.03,-0.16,0,0.04,0,2020-02-15
"Illinois","17163","St. Clair",-0.04,0.03,-0.16,0,0,0,2020-02-15
"Illinois","17177","Stephenson",-0.07,-0.16,-0.12,0.09,-0.06,0,2020-02-15
"Illinois","17179","Tazewell",-0.03,0.03,-0.12,0.09,-0.05,0,2020-02-15
"Illinois","17181","Union",-0.1,0.07,-0.23,0.09,-0.14,0.01,2020-02-15
"Illinois","17183","Vermilion",-0.02,-0.04,-0.23,0.09,0.05,0.01,2020-02-15
"Illinois","17185","Wabash",-0.15,0.11,-0.23,-0.07,0.22,0.02,2020-02-15
"Illinois","17187","Warren",-0.13,-0.08,-0.23,-0.07,0.22,0.02,2020-02-15
"Illinois","17189","Washington",-0.02,0.01,-0.23,-0.07,-0.1,0.02,2020-02-15
"Illinois","17191","Wayne",0.01,0.02,-0.23,-0.07,-0.06,0.02,2020-02-15
"Illinois","17193","White",0.06,-0.06,-0.23,-0.07,-0.01,0.02,2020-02-15
"Illinois","17195","Whiteside",-0.06,-0.06,-0.23,-0.07,-0.01,0.02,2020-02-15
"Illinois","17197","Will",-0.03,-0.01,-0.23,-0.07,-0.01,0.01,2020-02-15
"Illinois","17199","Williamson",-0.02,0.01,-0.11,0.03,0.01,0,2020-02-15
"Illinois","17201","Winnebago",-0.13,-0.1,-0.11,-0.02,-0.01,0.02,2020-02-15
"Illinois","17203","Woodford",-0.09,0.12,-0.32,-0.05,-0.05,0.01,2020-02-15
"Illinois","17001","Adams",-0.16,-0.04,-0.32,-0.05,-0.07,0.01,2020-02-16
"Illinois","17005","Bond",-0.17,0,-0.32,-0.05,-0.02,0.01,2020-02-16
"Illinois","17007","Boone",-0.09,0,-0.32,-0.2,-0.02,0.01,2020-02-16
"Illinois","17011","Bureau",-0.21,-0.06,-0.32,-0.02,-0.04,0.01,2020-02-16
"Illinois","17015","Carroll",-0.19,-0.06,-0.32,-0.02,-0.09,0.01,2020-02-16
"Illinois","17017","Cass",-0.07,-0.06,-0.32,-0.02,-0.09,0.01,2020-02-16
"Illinois","17019","Champaign",-0.12,-0.06,-0.32,-0.02,-0.09,0.01,2020-02-16
"Illinois","17021","Christian",-0.14,-0.01,-0.4,0.05,0,0.02,2020-02-16
"Illinois","17023","Clark",-0.13,-0.06,-0.4,0.05,-0.04,0.02,2020-02-16
"Illinois","17025","Clay",0.01,-0.06,-0.4,-0.02,0.01,0.02,2020-02-16
"Illinois","17027","Clinton",-0.16,-0.06,-0.4,-0.02,0.01,0.02,2020-02-16
"Illinois","17029","Coles",-0.11,-0.03,-0.4,-0.02,-0.05,0.02,2020-02-16
"Illinois","17031","Cook",-0.09,-0.02,-0.4,-0.02,-0.01,0.02,2020-02-16
"Illinois","17033","Crawford",-0.03,-0.03,-0.23,0.01,0.02,0.01,2020-02-16
"Illinois","17035","Cumberland",-0.17,-0.03,-0.23,0.01,-0.02,0.01,2020-02-16
"Illinois","17039","De Witt",-0.17,-0.03,-0.23,-0.07,-0.02,0.01,2020-02-16
"Illinois","17037","DeKalb",-0.14,-0.08,-0.23,-0.07,-0.02,0.01,2020-02-16
"Illinois","17041","Douglas",-0.16,-0.09,-0.23,-0.07,0.04,0.02,2020-02-16
"Illinois","17043","DuPage",-0.12,-0.04,-0.23,-0.07,-0.02,0.02,2020-02-16
"Illinois","17045","Edgar",-0.1,-0.08,-0.18,0.04,-0.11,0.01,2020-02-16
"Illinois","17049","Effingham",-0.12,-0.08,-0.18,0.04,-0.04,0.01,2020-02-16
"Illinois","17051","Fayette",-0.11,-0.03,-0.18,0.11,-0.02,0.01,2020-02-16
"Illinois","17053","Ford",0.1,0.16,-0.18,0.11,0.02,0.01,2020-02-16
"Illinois","17055","Franklin",-0.05,-0.05,-0.18,0.11,0.02,0.01,2020-02-16
"Illinois","17057","Fulton",-0.11,0.06,-0.18,0.2,0,0.01,2020-02-16
"Illinois","17061","Greene",-0.13,0,-0.18,0.2,-0.01,0.01,2020-02-16
"Illinois","17063","Grundy",-0.13,-0.04,-0.18,0.2,-0.01,0.01,2020-02-16
"Illinois","17067","Hancock",-0.13,0.04,-0.18,-0.03,0.04,0.01,2020-02-16
"Illinois","17073","Henry",-0.13,-0.17,-0.18,-0.03,0.02,0.01,2020-02-16
"Illinois","17075","Iroquois",-0.13,0,-0.18,-0.04,-0.03,0.01,2020-02-16
"Illinois","17077","Jackson",-0.08,-0.02,-0.18,-0.05,0.03,0.01,2020-02-16
"Illinois","17081","Jefferson",-0.14,-0.04,-0.18,-0.05,-0.02,0.01,2020-02-16
"Illinois","17083","Jersey",-0.1,-0.25,-0.18,-0.04,-0.13,0.01,2020-02-16
"Illinois","17085","Jo Daviess",-0.42,-0.25,-0.18,-0.04,-0.05,0.01,2020-02-16
"Illinois","17089","Kane",-0.1,-0.03,-0.18,-0.04,-0.03,0.01,2020-02-16
"Illinois","17091","Kankakee",-0.12,-0.12,-0.02,-0.06,0.02,0.01,2020-02-16
"Illinois","17093","Kendall",-0.07,0.03,-0.02,-0.11,-0.03,0.02,2020-02-16
"Illinois","17095","Knox",-0.04,-0.23,-0.24,-0.11,-0.01,0.01,2020-02-16
"Illinois","17097","Lake",-0.07,0,-0.24,-0.12,-0.02,0.01,2020-02-16
"Illinois","17099","LaSalle",-0.07,-0.09,-0.32,-0.04,-0.03,0.01,2020-02-16
"Illinois","17101","Lawrence",-0.03,-0.28,-0.53,-0.03,0.02,0.01,2020-02-16
"Illinois","17103","Lee",-0.08,-0.28,-0.53,-0.03,0.02,0.01,2020-02-16
"Illinois","17105","Livingston",-0.05,0.05,-0.53,-0.03,0.02,0.01,2020-02-16
"Illinois","17107","Logan",-0.15,0,-0.53,-0.03,-0.05,0.01,2020-02-16
"Illinois","17115","Macon",-0.05,-0.02,-0.53,-0.03,0,0.01,2020-02-16
"Illinois","17117","Macoupin",-0.16,-0.15,-0.53,-0.03,-0.01,0.01,2020-02-16
"Illinois","17119","Madison",-0.08,-0.03,-0.53,-0.03,-0.05,0.01,2020-02-16
"Illinois","17121","Marion",-0.04,-0.01,-0.05,-0.14,0,0.02,2020-02-16
"Illinois","17125","Mason",-0.11,0,-0.05,-0.14,-0.03,0.02,2020-02-16
"Illinois","17127","Massac",-0.22,-0.11,-0.05,-0.14,-0.03,0.02,2020-02-16
"Illinois","17109","McDonough",-0.12,-0.15,-0.05,-0.14,-0.03,0.02,2020-02-16
"Illinois","17111","McHenry",-0.06,-0.05,-0.05,-0.14,-0.03,0.02,2020-02-16
"Illinois","17113","McLean",-0.15,0,-0.12,-0.05,-0.04,0.01,2020-02-16
"Illinois","17131","Mercer",0,0.01,-0.03,0.02,-0.06,0.01,2020-02-16
"Illinois","17133","Monroe",-0.06,0.01,-0.03,0.02,-0.06,0.01,2020-02-16
"Illinois","17135","Montgomery",-0.17,-0.02,-0.03,0.02,-0.07,0.01,2020-02-16
"Illinois","17137","Morgan",-0.13,-0.08,-0.03,0.02,-0.03,0.01,2020-02-16
"Illinois","17141","Ogle",-0.06,-0.04,-0.03,0.02,-0.02,0.01,2020-02-16
"Illinois","17143","Peoria",-0.08,-0.04,-0.03,0.02,-0.03,0.01,2020-02-16
"Illinois","17145","Perry",-0.1,0.02,-0.12,0.04,-0.05,0.02,2020-02-16
"Illinois","17147","Piatt",0.02,0.11,-0.12,0.04,-0.03,0.02,2020-02-16
"Illinois","17149","Pike",-0.07,0.11,-0.12,0.04,-0.03,0.02,2020-02-16
"Illinois","17157","Randolph",-0.03,-0.08,-0.12,0.04,-0.03,0.02,2020-02-16
"Illinois","17159","Richland",-0.01,0.02,-0.12,0.04,-0.06,0.02,2020-02-16
"Illinois","17161","Rock Island",-0.1,-0.17,-0.12,0.04,-0.06,0.02,2020-02-16
"Illinois","17165","Saline",-0.07,-0.06,-0.05,-0.05,-0.04,0.01,2020-02-16
"Illinois","17167","Sangamon",-0.12,-0.02,-0.05,-0.05,-0.02,0.01,2020-02-16
"Illinois","17173","Shelby",-0.09,-0.03,-0.52,-0.01,0,0.01,2020-02-16
"Illinois","17163","St. Clair",-0.11,-0.03,-0.52,-0.01,-0.01,0.01,2020-02-16
"Illinois","17177","Stephenson",-0.08,0,-0.18,0.11,0,0.01,2020-02-16
"Illinois","17179","Tazewell",-0.14,-0.01,-0.18,0.11,-0.02,0.01,2020-02-16
"Illinois","17181","Union",-0.16,-0.03,-0.18,0.11,0,0,2020-02-16
"Illinois","17183","Vermilion",0,0.02,-0.18,0.11,0,0,2020-02-16
"Illinois","17185","Wabash",-0.02,0.04,-0.18,-0.05,0,0.02,2020-02-16
"Illinois","17187","Warren",-0.12,-0.26,-0.18,-0.05,0,0.02,2020-02-16
"Illinois","17189","Washington",-0.03,-0.04,-0.18,-0.05,0,0.02,2020-02-16
"Illinois","17191","Wayne",-0.02,-0.04,-0.18,-0.05,0,0.02,2020-02-16
"Illinois","17193","White",-0.04,-0.04,-0.18,-0.05,0,0.02,2020-02-16
"Illinois","17195","Whiteside",-0.05,-0.04,-0.18,-0.05,0,0.02,2020-02-16
"Illinois","17197","Will",-0.07,0,-0.18,-0.05,-0.02,0.02,2020-02-16
"Illinois","17199","Williamson",-0.11,0,-0.08,-0.15,0.04,0.01,2020-02-16
"Illinois","17201","Winnebago",-0.1,0.01,-0.08,-0.02,0.02,0.01,2020-02-16
"Illinois","17203","Woodford",-0.26,0.06,0.08,0.12,0,-0.04,2020-02-16
"Illinois","17001","Adams",-0.05,-0.04,0.08,0.12,0.09,-0.04,2020-02-17
"Illinois","17003","Alexander",-0.08,-0.02,0.08,0,0.2,-0.06,2020-02-17
"Illinois","17005","Bond",-0.08,-0.02,0.08,0,0.18,-0.06,2020-02-17
"Illinois","17007","Boone",0.01,-0.02,0.08,-0.14,0.23,-0.06,2020-02-17
"Illinois","17011","Bureau",0.03,0.06,0.08,0.02,0.17,-0.04,2020-02-17
"Illinois","17015","Carroll",0.29,0.16,0.08,0.02,0.28,-0.04,2020-02-17
"Illinois","17017","Cass",0.12,0.08,0.08,0.02,0.21,-0.04,2020-02-17
"Illinois","17019","Champaign",-0.04,0.08,0.08,0.02,0.1,-0.04,2020-02-17
"Illinois","17021","Christian",0.01,0.08,0.18,-0.04,0.25,-0.07,2020-02-17
"Illinois","17023","Clark",-0.08,-0.15,0.18,-0.04,0.18,-0.07,2020-02-17
"Illinois","17025","Clay",0.1,-0.15,0.18,0.15,0.26,-0.07,2020-02-17
"Illinois","17027","Clinton",-0.06,-0.15,0.18,0.15,0.25,-0.07,2020-02-17
"Illinois","17029","Coles",-0.06,0.13,0.18,0.15,0.21,-0.06,2020-02-17
"Illinois","17031","Cook",-0.02,0.04,0.18,0.15,0.24,-0.06,2020-02-17
"Illinois","17033","Crawford",0.01,0.07,0.12,0.01,0.22,-0.04,2020-02-17
"Illinois","17035","Cumberland",-0.01,0.1,0.12,0.01,0.24,-0.04,2020-02-17
"Illinois","17039","De Witt",-0.01,0.1,0.12,0.23,0.21,-0.04,2020-02-17
"Illinois","17037","DeKalb",-0.06,-0.02,0.12,0.23,0.19,-0.04,2020-02-17
"Illinois","17041","Douglas",-0.1,-0.01,0.12,0.23,0.18,-0.05,2020-02-17
"Illinois","17043","DuPage",-0.11,0.02,0.12,0.23,0.22,-0.05,2020-02-17
"Illinois","17045","Edgar",-0.02,0.04,0,-0.05,0.18,-0.06,2020-02-17
"Illinois","17047","Edwards",-0.05,0.04,0,-0.05,0.2,-0.06,2020-02-17
"Illinois","17049","Effingham",-0.05,0.04,0,-0.05,0.18,-0.06,2020-02-17
"Illinois","17051","Fayette",-0.07,-0.05,0,0.18,0.22,-0.05,2020-02-17
"Illinois","17053","Ford",-0.08,0.15,0,0.18,0.23,-0.05,2020-02-17
"Illinois","17055","Franklin",0.05,0.15,0,0.18,0.23,-0.05,2020-02-17
"Illinois","17057","Fulton",0.01,0.02,0,0.18,0.22,-0.05,2020-02-17
"Illinois","17061","Greene",-0.1,0.1,0,0.18,0.17,-0.04,2020-02-17
"Illinois","17063","Grundy",-0.1,-0.02,0,0.18,0.22,-0.04,2020-02-17
"Illinois","17065","Hamilton",0.02,0.1,0,-0.16,0.25,-0.05,2020-02-17
"Illinois","17067","Hancock",0.02,0.1,0,-0.16,0.12,-0.05,2020-02-17
"Illinois","17071","Henderson",0.03,0.07,0,-0.16,0.16,-0.05,2020-02-17
"Illinois","17073","Henry",0.03,0.07,0,-0.16,0.25,-0.05,2020-02-17
"Illinois","17075","Iroquois",0.05,0,0,-0.04,0.21,-0.04,2020-02-17
"Illinois","17077","Jackson",-0.04,0.03,0,-0.07,0.22,-0.04,2020-02-17
"Illinois","17079","Jasper",-0.1,-0.02,0.11,-0.07,0.23,-0.06,2020-02-17
"Illinois","17081","Jefferson",-0.1,-0.02,0.11,-0.07,0.18,-0.06,2020-02-17
"Illinois","17083","Jersey",0,0.11,0.11,0.16,0.14,-0.05,2020-02-17
"Illinois","17085","Jo Daviess",0.05,0.11,0.11,0.16,0.19,-0.05,2020-02-17
"Illinois","17087","Johnson",-0.08,0.01,0.11,0.16,0.25,-0.05,2020-02-17
"Illinois","17089","Kane",-0.08,0.01,0.11,0.16,0.21,-0.05,2020-02-17
"Illinois","17091","Kankakee",-0.01,-0.05,0.3,0.12,0.18,-0.05,2020-02-17
"Illinois","17093","Kendall",-0.11,-0.03,0.3,0,0.24,-0.06,2020-02-17
"Illinois","17095","Knox",0.02,-0.13,0.07,0,0.19,-0.05,2020-02-17
"Illinois","17097","Lake",-0.06,-0.01,0.07,0.15,0.21,-0.06,2020-02-17
"Illinois","17099","LaSalle",0,0.03,0.16,-0.06,0.18,-0.05,2020-02-17
"Illinois","17101","Lawrence",0.06,0.06,0.16,0.05,0.18,-0.05,2020-02-17
"Illinois","17103","Lee",0.06,0.06,0.16,0.05,0.19,-0.05,2020-02-17
"Illinois","17105","Livingston",0.03,0.02,0.16,0.05,0.19,-0.05,2020-02-17
"Illinois","17107","Logan",-0.07,0.02,0.16,0.05,0.2,-0.06,2020-02-17
"Illinois","17115","Macon",0.02,0.07,0.16,0.05,0.18,-0.06,2020-02-17
"Illinois","17117","Macoupin",0.02,0.07,0.16,0,0.2,-0.05,2020-02-17
"Illinois","17119","Madison",-0.03,0.04,0.16,0,0.22,-0.06,2020-02-17
"Illinois","17121","Marion",0.06,0.03,0.14,0.21,0.17,-0.06,2020-02-17
"Illinois","17123","Marshall",0.06,0.02,0.14,0.21,0.2,-0.05,2020-02-17
"Illinois","17125","Mason",0.06,0.02,0.14,0.21,0.21,-0.05,2020-02-17
"Illinois","17127","Massac",0.11,0.02,0.14,0.21,0.24,-0.05,2020-02-17
"Illinois","17109","McDonough",-0.01,-0.02,0.14,0.21,0.16,-0.05,2020-02-17
"Illinois","17111","McHenry",-0.05,-0.01,0.14,0.21,0.21,-0.05,2020-02-17
"Illinois","17113","McLean",-0.05,0.05,0.08,-0.01,0.16,-0.05,2020-02-17
"Illinois","17129","Menard",0.04,-0.02,-0.06,0.06,0.28,-0.06,2020-02-17
"Illinois","17131","Mercer",0.04,-0.02,-0.06,0.06,0.22,-0.06,2020-02-17
"Illinois","17133","Monroe",0.01,-0.02,-0.06,0.06,0.31,-0.06,2020-02-17
"Illinois","17135","Montgomery",0.05,0.09,-0.06,0.06,0.18,-0.05,2020-02-17
"Illinois","17137","Morgan",-0.02,0.12,-0.06,0.06,0.23,-0.05,2020-02-17
"Illinois","17139","Moultrie",0.01,0.03,-0.06,0.11,0.17,-0.05,2020-02-17
"Illinois","17141","Ogle",0.01,0.03,-0.06,0.11,0.21,-0.05,2020-02-17
"Illinois","17143","Peoria",-0.03,0,-0.06,0.11,0.15,-0.04,2020-02-17
"Illinois","17145","Perry",0.05,0.1,0.15,0.07,0.21,-0.06,2020-02-17
"Illinois","17147","Piatt",-0.04,0.06,0.15,0.07,0.21,-0.06,2020-02-17
"Illinois","17149","Pike",-0.04,0.06,0.15,0.07,0.23,-0.06,2020-02-17
"Illinois","17153","Pulaski",-0.04,-0.09,0.15,0.07,0.4,-0.06,2020-02-17
"Illinois","17157","Randolph",-0.04,-0.09,0.15,0.07,0.2,-0.06,2020-02-17
"Illinois","17159","Richland",0.06,0.35,0.15,0.07,0.18,-0.05,2020-02-17
"Illinois","17161","Rock Island",0.04,-0.12,0.15,0.07,0.18,-0.05,2020-02-17
"Illinois","17165","Saline",0.11,0.12,0.21,-0.03,0.28,-0.08,2020-02-17
"Illinois","17167","Sangamon",0,0.06,0.21,-0.03,0.34,-0.08,2020-02-17
"Illinois","17169","Schuyler",0.01,0,0.04,0.05,0.23,-0.07,2020-02-17
"Illinois","17173","Shelby",0.01,0,0.04,0.05,0.23,-0.07,2020-02-17
"Illinois","17163","St. Clair",-0.08,0,0.04,0.05,0.26,-0.07,2020-02-17
"Illinois","17175","Stark",0.14,0.2,0.18,0.11,0.2,-0.07,2020-02-17
"Illinois","17177","Stephenson",0.14,0.2,0.18,0.11,0.2,-0.07,2020-02-17
"Illinois","17179","Tazewell",-0.01,0.04,0.18,0.11,0.17,-0.04,2020-02-17
"Illinois","17181","Union",0.1,0.19,0.18,0.11,0.31,-0.05,2020-02-17
"Illinois","17183","Vermilion",0.08,0.07,0.18,0.11,0.23,-0.05,2020-02-17
"Illinois","17185","Wabash",0.16,0,0.18,0.06,0.19,-0.05,2020-02-17
"Illinois","17187","Warren",0.11,0.1,0.18,0.06,0.16,-0.05,2020-02-17
"Illinois","17189","Washington",-0.04,-0.09,0.18,0.06,0.19,-0.05,2020-02-17
"Illinois","17191","Wayne",0.07,0.05,0.18,0.06,0.22,-0.05,2020-02-17
"Illinois","17193","White",0.06,0.03,0.18,0.06,0.22,-0.05,2020-02-17
"Illinois","17195","Whiteside",0.03,0.03,0.18,0.06,0.19,-0.05,2020-02-17
"Illinois","17197","Will",-0.06,0.05,0.18,0.06,0.24,-0.05,2020-02-17
"Illinois","17199","Williamson",-0.06,0.07,0.1,0.03,0.22,-0.06,2020-02-17
"Illinois","17201","Winnebago",0.03,0.1,0.1,0.03,0.17,-0.05,2020-02-17
"Illinois","17203","Woodford",0.01,0.05,-0.05,-0.02,0.16,-0.04,2020-02-17
"Illinois","17001","Adams",-0.03,0.04,-0.05,-0.02,-0.01,0,2020-02-18
"Illinois","17003","Alexander",-0.02,0.01,-0.05,-0.02,0,-0.01,2020-02-18
"Illinois","17005","Bond",-0.02,0.01,-0.05,-0.02,-0.03,-0.01,2020-02-18
"Illinois","17007","Boone",-0.01,0.01,-0.05,-0.07,0.01,-0.01,2020-02-18
"Illinois","17011","Bureau",0.02,0.04,-0.05,-0.03,-0.02,-0.01,2020-02-18
"Illinois","17015","Carroll",-0.01,-0.01,-0.05,-0.03,-0.05,0,2020-02-18
"Illinois","17017","Cass",0.01,-0.01,-0.05,-0.03,0.04,0,2020-02-18
"Illinois","17019","Champaign",-0.04,-0.01,-0.05,-0.03,-0.01,0,2020-02-18
"Illinois","17021","Christian",0.03,0,-0.06,0.01,-0.01,-0.01,2020-02-18
"Illinois","17023","Clark",-0.03,-0.08,-0.06,0.01,-0.03,0,2020-02-18
"Illinois","17025","Clay",0.01,-0.08,-0.06,-0.02,-0.02,0,2020-02-18
"Illinois","17027","Clinton",0,-0.08,-0.06,-0.02,-0.02,0,2020-02-18
"Illinois","17029","Coles",-0.04,0.1,-0.06,-0.02,0.02,-0.01,2020-02-18
"Illinois","17031","Cook",-0.01,0,-0.06,-0.02,-0.01,0,2020-02-18
"Illinois","17033","Crawford",-0.07,-0.18,-0.03,-0.02,0,0,2020-02-18
"Illinois","17035","Cumberland",-0.07,-0.18,-0.03,-0.02,0,0,2020-02-18
"Illinois","17039","De Witt",-0.07,-0.18,-0.03,-0.01,-0.03,0,2020-02-18
