date,state,county,categoryid,categoryname,demo,visits,avgDuration,p50Duration
2020-04-11,Alabama,,Group,School,All,218419.0,76.0,26.0
2020-04-11,Alabama,,Group,School,Below65,205763.0,78.0,
2020-04-11,Alabama,,Group,Shops & Services,Above65,47499.0,33.0,
2020-04-11,Alabama,,Group,Shops & Services,All,817467.0,42.0,14.0
2020-04-11,Alabama,,Group,Shops & Services,Below65,769967.0,42.0,
2020-04-11,Alabama,,Group,Spiritual Center,Above65,13691.0,51.0,
2020-04-11,Alabama,,Group,Spiritual Center,All,206119.0,83.0,24.0
2020-04-11,Alabama,,Group,Spiritual Center,Below65,192428.0,86.0,
2020-04-11,Alabama,,Group,Sports,Above65,9933.0,112.0,
2020-04-11,Alabama,,Group,Sports,All,118787.0,106.0,44.0
2020-04-11,Alabama,,Group,Sports,Below65,108854.0,105.0,
2020-04-11,Alabama,,Group,Travel & Transport,Above65,6570.0,87.0,
2020-04-11,Alabama,,Group,Travel & Transport,All,94689.0,80.0,18.0
2020-04-11,Alabama,,Group,Travel & Transport,Below65,88120.0,80.0,
2020-04-12,Alabama,,Group,Airport,Above65,428.0,96.0,
2020-04-12,Alabama,,Group,Airport,All,18779.0,92.0,38.0
2020-04-12,Alabama,,Group,Airport,Below65,18351.0,91.0,
2020-04-12,Alabama,,Group,Alcohol,Above65,1135.0,220.0,
2020-04-12,Alabama,,Group,Alcohol,All,14839.0,94.0,14.0
2020-04-12,Alabama,,Group,Alcohol,Below65,13704.0,83.0,
2020-04-12,Alabama,,Group,Arts & Entertainment,Above65,2815.0,54.0,
2020-04-12,Alabama,,Group,Arts & Entertainment,All,86111.0,75.0,24.0
2020-04-12,Alabama,,Group,Arts & Entertainment,Below65,83297.0,76.0,
2020-04-12,Alabama,,Group,Banks,Above65,1298.0,44.0,
2020-04-12,Alabama,,Group,Banks,All,35923.0,64.0,14.0
2020-04-12,Alabama,,Group,Banks,Below65,34625.0,65.0,
2020-04-12,Alabama,,Group,Big Box Stores,Above65,15064.0,34.0,
2020-04-12,Alabama,,Group,Big Box Stores,All,373426.0,40.0,23.0
2020-04-12,Alabama,,Group,Big Box Stores,Below65,358362.0,40.0,
2020-04-12,Alabama,,Group,Colleges & Universities,Above65,2568.0,78.0,
2020-04-12,Alabama,,Group,Colleges & Universities,All,62289.0,72.0,16.0
2020-04-12,Alabama,,Group,Colleges & Universities,Below65,59721.0,71.0,
2020-04-12,Alabama,,Group,Convenience Store,Above65,3067.0,77.0,
2020-04-12,Alabama,,Group,Convenience Store,All,103988.0,67.0,11.0
2020-04-12,Alabama,,Group,Convenience Store,Below65,100921.0,66.0,
2020-04-12,Alabama,,Group,Discount Stores,Above65,10181.0,56.0,
2020-04-12,Alabama,,Group,Discount Stores,All,235101.0,45.0,10.0
2020-04-12,Alabama,,Group,Discount Stores,Below65,224921.0,45.0,
2020-04-12,Alabama,,Group,Drug Store,Above65,4314.0,28.0,
2020-04-12,Alabama,,Group,Drug Store,All,110854.0,28.0,11.0
2020-04-12,Alabama,,Group,Drug Store,Below65,106541.0,28.0,
2020-04-12,Alabama,,Group,Fast Food Restaurants,Above65,11532.0,33.0,
2020-04-12,Alabama,,Group,Fast Food Restaurants,All,268704.0,27.0,7.0
2020-04-12,Alabama,,Group,Fast Food Restaurants,Below65,257172.0,27.0,
2020-04-12,Alabama,,Group,Fitness Center,Above65,716.0,106.0,
2020-04-12,Alabama,,Group,Fitness Center,All,18709.0,87.0,22.0
2020-04-12,Alabama,,Group,Fitness Center,Below65,17993.0,86.0,
2020-04-12,Alabama,,Group,Food,Above65,32998.0,38.0,
2020-04-12,Alabama,,Group,Food,All,669617.0,50.0,11.0
2020-04-12,Alabama,,Group,Food,Below65,636619.0,51.0,
2020-04-12,Alabama,,Group,Gas Stations,Above65,14986.0,56.0,
2020-04-12,Alabama,,Group,Gas Stations,All,406380.0,60.0,8.0
2020-04-12,Alabama,,Group,Gas Stations,Below65,391393.0,60.0,
2020-04-12,Alabama,,Group,Government,Above65,2409.0,69.0,
2020-04-12,Alabama,,Group,Government,All,59818.0,95.0,32.0
2020-04-12,Alabama,,Group,Government,Below65,57409.0,96.0,
2020-04-12,Alabama,,Group,Grocery,Above65,12642.0,39.0,
2020-04-12,Alabama,,Group,Grocery,All,257949.0,42.0,15.0
2020-04-12,Alabama,,Group,Grocery,Below65,245307.0,42.0,
2020-04-12,Alabama,,Group,Hardware Stores,Above65,4772.0,26.0,
2020-04-12,Alabama,,Group,Hardware Stores,All,63360.0,36.0,20.0
2020-04-12,Alabama,,Group,Hardware Stores,Below65,58588.0,37.0,
2020-04-12,Alabama,,Group,Hotel,Above65,3578.0,114.0,
2020-04-12,Alabama,,Group,Hotel,All,58133.0,171.0,30.0
2020-04-12,Alabama,,Group,Hotel,Below65,54554.0,174.0,
2020-04-12,Alabama,,Group,Medical,Above65,5781.0,75.0,
2020-04-12,Alabama,,Group,Medical,All,123375.0,106.0,25.0
2020-04-12,Alabama,,Group,Medical,Below65,117594.0,108.0,
2020-04-12,Alabama,,Group,Nightlife Spots,Above65,3136.0,85.0,
2020-04-12,Alabama,,Group,Nightlife Spots,All,72614.0,83.0,22.0
2020-04-12,Alabama,,Group,Nightlife Spots,Below65,69477.0,83.0,
2020-04-12,Alabama,,Group,Office,Above65,2272.0,92.0,
2020-04-12,Alabama,,Group,Office,All,44082.0,86.0,25.0
2020-04-12,Alabama,,Group,Office,Below65,41810.0,86.0,
2020-04-12,Alabama,,Group,Outdoors & Recreation,Above65,21568.0,95.0,
2020-04-12,Alabama,,Group,Outdoors & Recreation,All,384809.0,120.0,39.0
2020-04-12,Alabama,,Group,Outdoors & Recreation,Below65,363241.0,121.0,
2020-04-12,Alabama,,Group,Professional & Other Places,Above65,6907.0,95.0,
2020-04-12,Alabama,,Group,Professional & Other Places,All,194377.0,101.0,30.0
2020-04-12,Alabama,,Group,Professional & Other Places,Below65,187470.0,101.0,
2020-04-12,Alabama,,Group,Residences,Above65,5068.0,98.0,
2020-04-12,Alabama,,Group,Residences,All,115718.0,112.0,24.0
2020-04-12,Alabama,,Group,Residences,Below65,110649.0,113.0,
2020-04-12,Alabama,,Group,School,Above65,6237.0,84.0,
2020-04-12,Alabama,,Group,School,All,178329.0,111.0,36.0
2020-04-12,Alabama,,Group,School,Below65,172091.0,112.0,
2020-04-12,Alabama,,Group,Shops & Services,Above65,14977.0,64.0,
2020-04-12,Alabama,,Group,Shops & Services,All,340707.0,68.0,16.0
2020-04-12,Alabama,,Group,Shops & Services,Below65,325729.0,68.0,
2020-04-12,Alabama,,Group,Spiritual Center,Above65,12166.0,83.0,
2020-04-12,Alabama,,Group,Spiritual Center,All,213136.0,101.0,46.0
2020-04-12,Alabama,,Group,Spiritual Center,Below65,200970.0,102.0,
2020-04-12,Alabama,,Group,Sports,Above65,5891.0,89.0,
2020-04-12,Alabama,,Group,Sports,All,80653.0,97.0,23.0
2020-04-12,Alabama,,Group,Sports,Below65,74762.0,98.0,
2020-04-12,Alabama,,Group,Travel & Transport,Above65,6140.0,60.0,
2020-04-12,Alabama,,Group,Travel & Transport,All,79386.0,106.0,27.0
2020-04-12,Alabama,,Group,Travel & Transport,Below65,73246.0,110.0,
2020-04-13,Alabama,,Group,Airport,Above65,1579.0,99.0,
2020-04-13,Alabama,,Group,Airport,All,24511.0,111.0,52.0
2020-04-13,Alabama,,Group,Airport,Below65,22931.0,112.0,
2020-04-13,Alabama,,Group,Alcohol,Above65,1997.0,40.0,
2020-04-13,Alabama,,Group,Alcohol,All,25947.0,46.0,9.0
2020-04-13,Alabama,,Group,Alcohol,Below65,23950.0,46.0,
2020-04-13,Alabama,,Group,Arts & Entertainment,Above65,6836.0,102.0,
2020-04-13,Alabama,,Group,Arts & Entertainment,All,107652.0,81.0,19.0
2020-04-13,Alabama,,Group,Arts & Entertainment,Below65,100815.0,80.0,
2020-04-13,Alabama,,Group,Banks,Above65,6943.0,23.0,
2020-04-13,Alabama,,Group,Banks,All,106687.0,39.0,9.0
2020-04-13,Alabama,,Group,Banks,Below65,99744.0,40.0,
2020-04-13,Alabama,,Group,Big Box Stores,Above65,26935.0,39.0,
2020-04-13,Alabama,,Group,Big Box Stores,All,386838.0,38.0,23.0
2020-04-13,Alabama,,Group,Big Box Stores,Below65,359904.0,38.0,
2020-04-13,Alabama,,Group,Colleges & Universities,Above65,5198.0,149.0,
2020-04-13,Alabama,,Group,Colleges & Universities,All,102307.0,95.0,23.0
2020-04-13,Alabama,,Group,Colleges & Universities,Below65,97109.0,92.0,
2020-04-13,Alabama,,Group,Convenience Store,Above65,8972.0,41.0,
2020-04-13,Alabama,,Group,Convenience Store,All,153611.0,48.0,7.0
2020-04-13,Alabama,,Group,Convenience Store,Below65,144639.0,48.0,
2020-04-13,Alabama,,Group,Discount Stores,Above65,14041.0,30.0,
2020-04-13,Alabama,,Group,Discount Stores,All,243667.0,47.0,11.0
2020-04-13,Alabama,,Group,Discount Stores,Below65,229626.0,49.0,
2020-04-13,Alabama,,Group,Drug Store,Above65,11116.0,27.0,
2020-04-13,Alabama,,Group,Drug Store,All,160487.0,32.0,10.0
2020-04-13,Alabama,,Group,Drug Store,Below65,149372.0,32.0,
2020-04-13,Alabama,,Group,Fast Food Restaurants,Above65,27049.0,21.0,
2020-04-13,Alabama,,Group,Fast Food Restaurants,All,457717.0,23.0,7.0
2020-04-13,Alabama,,Group,Fast Food Restaurants,Below65,430667.0,23.0,
2020-04-13,Alabama,,Group,Fitness Center,Above65,2534.0,56.0,
2020-04-13,Alabama,,Group,Fitness Center,All,44886.0,65.0,14.0
2020-04-13,Alabama,,Group,Fitness Center,Below65,42351.0,65.0,
2020-04-13,Alabama,,Group,Food,Above65,66699.0,33.0,
2020-04-13,Alabama,,Group,Food,All,1037383.0,42.0,10.0
2020-04-13,Alabama,,Group,Food,Below65,970683.0,43.0,
2020-04-13,Alabama,,Group,Gas Stations,Above65,36926.0,34.0,
2020-04-13,Alabama,,Group,Gas Stations,All,660403.0,46.0,9.0
2020-04-13,Alabama,,Group,Gas Stations,Below65,623477.0,47.0,
2020-04-13,Alabama,,Group,Government,Above65,6269.0,71.0,
2020-04-13,Alabama,,Group,Government,All,108690.0,82.0,20.0
2020-04-13,Alabama,,Group,Government,Below65,102421.0,83.0,
2020-04-13,Alabama,,Group,Grocery,Above65,41291.0,29.0,
2020-04-13,Alabama,,Group,Grocery,All,490612.0,34.0,16.0
2020-04-13,Alabama,,Group,Grocery,Below65,449320.0,35.0,
2020-04-13,Alabama,,Group,Hardware Stores,Above65,20497.0,29.0,
2020-04-13,Alabama,,Group,Hardware Stores,All,222724.0,36.0,17.0
2020-04-13,Alabama,,Group,Hardware Stores,Below65,202227.0,36.0,
2020-04-13,Alabama,,Group,Hotel,Above65,6668.0,98.0,
2020-04-13,Alabama,,Group,Hotel,All,90178.0,117.0,26.0
2020-04-13,Alabama,,Group,Hotel,Below65,83510.0,118.0,
2020-04-13,Alabama,,Group,Medical,Above65,21674.0,75.0,
2020-04-13,Alabama,,Group,Medical,All,320453.0,86.0,28.0
2020-04-13,Alabama,,Group,Medical,Below65,298780.0,87.0,
2020-04-13,Alabama,,Group,Nightlife Spots,Above65,6439.0,64.0,
2020-04-13,Alabama,,Group,Nightlife Spots,All,102934.0,75.0,17.0
2020-04-13,Alabama,,Group,Nightlife Spots,Below65,96495.0,75.0,
2020-04-13,Alabama,,Group,Office,Above65,4946.0,78.0,
2020-04-13,Alabama,,Group,Office,All,105636.0,90.0,31.0
2020-04-13,Alabama,,Group,Office,Below65,100691.0,91.0,
2020-04-13,Alabama,,Group,Outdoors & Recreation,Above65,35568.0,62.0,
2020-04-13,Alabama,,Group,Outdoors & Recreation,All,502018.0,85.0,26.0
2020-04-13,Alabama,,Group,Outdoors & Recreation,Below65,466450.0,86.0,
2020-04-13,Alabama,,Group,Professional & Other Places,Above65,23301.0,65.0,
2020-04-13,Alabama,,Group,Professional & Other Places,All,434560.0,94.0,21.0
2020-04-13,Alabama,,Group,Professional & Other Places,Below65,411259.0,96.0,
2020-04-13,Alabama,,Group,Residences,Above65,8366.0,75.0,
2020-04-13,Alabama,,Group,Residences,All,153243.0,98.0,28.0
2020-04-13,Alabama,,Group,Residences,Below65,144876.0,99.0,
2020-04-13,Alabama,,Group,School,Above65,14794.0,51.0,
2020-04-13,Alabama,,Group,School,All,259873.0,78.0,28.0
2020-04-13,Alabama,,Group,School,Below65,245079.0,79.0,
2020-04-13,Alabama,,Group,Shops & Services,Above65,59759.0,35.0,
2020-04-13,Alabama,,Group,Shops & Services,All,802966.0,47.0,14.0
2020-04-13,Alabama,,Group,Shops & Services,Below65,743207.0,48.0,
2020-04-13,Alabama,,Group,Spiritual Center,Above65,11865.0,69.0,
2020-04-13,Alabama,,Group,Spiritual Center,All,202629.0,85.0,24.0
2020-04-13,Alabama,,Group,Spiritual Center,Below65,190763.0,86.0,
2020-04-13,Alabama,,Group,Sports,Above65,8714.0,85.0,
2020-04-13,Alabama,,Group,Sports,All,101062.0,92.0,30.0
2020-04-13,Alabama,,Group,Sports,Below65,92348.0,93.0,
2020-04-13,Alabama,,Group,Travel & Transport,Above65,6517.0,127.0,
2020-04-13,Alabama,,Group,Travel & Transport,All,106272.0,84.0,23.0
2020-04-13,Alabama,,Group,Travel & Transport,Below65,99755.0,81.0,
2020-04-14,Alabama,,Group,Airport,Above65,2839.0,44.0,
2020-04-14,Alabama,,Group,Airport,All,27277.0,87.0,37.0
2020-04-14,Alabama,,Group,Airport,Below65,24438.0,92.0,
2020-04-14,Alabama,,Group,Alcohol,Above65,2102.0,16.0,
2020-04-14,Alabama,,Group,Alcohol,All,24424.0,49.0,11.0
2020-04-14,Alabama,,Group,Alcohol,Below65,22322.0,52.0,
2020-04-14,Alabama,,Group,Arts & Entertainment,Above65,7675.0,59.0,
2020-04-14,Alabama,,Group,Arts & Entertainment,All,116612.0,72.0,22.0
2020-04-14,Alabama,,Group,Arts & Entertainment,Below65,108937.0,73.0,
2020-04-14,Alabama,,Group,Banks,Above65,9347.0,25.0,
2020-04-14,Alabama,,Group,Banks,All,103571.0,41.0,9.0
2020-04-14,Alabama,,Group,Banks,Below65,94223.0,43.0,
2020-04-14,Alabama,,Group,Big Box Stores,Above65,27554.0,39.0,
2020-04-14,Alabama,,Group,Big Box Stores,All,389284.0,41.0,23.0
2020-04-14,Alabama,,Group,Big Box Stores,Below65,361730.0,41.0,
2020-04-14,Alabama,,Group,Colleges & Universities,Above65,4285.0,107.0,
2020-04-14,Alabama,,Group,Colleges & Universities,All,106922.0,89.0,25.0
2020-04-14,Alabama,,Group,Colleges & Universities,Below65,102636.0,88.0,
2020-04-14,Alabama,,Group,Convenience Store,Above65,9351.0,41.0,
2020-04-14,Alabama,,Group,Convenience Store,All,146051.0,46.0,8.0
2020-04-14,Alabama,,Group,Convenience Store,Below65,136700.0,46.0,
2020-04-14,Alabama,,Group,Discount Stores,Above65,17680.0,36.0,
2020-04-14,Alabama,,Group,Discount Stores,All,269867.0,49.0,11.0
2020-04-14,Alabama,,Group,Discount Stores,Below65,252187.0,50.0,
2020-04-14,Alabama,,Group,Drug Store,Above65,14546.0,25.0,
2020-04-14,Alabama,,Group,Drug Store,All,167598.0,29.0,11.0
2020-04-14,Alabama,,Group,Drug Store,Below65,153053.0,29.0,
2020-04-14,Alabama,,Group,Fast Food Restaurants,Above65,31776.0,15.0,
2020-04-14,Alabama,,Group,Fast Food Restaurants,All,468500.0,18.0,7.0
2020-04-14,Alabama,,Group,Fast Food Restaurants,Below65,436724.0,18.0,
2020-04-14,Alabama,,Group,Fitness Center,Above65,2473.0,92.0,
2020-04-14,Alabama,,Group,Fitness Center,All,44005.0,68.0,17.0
2020-04-14,Alabama,,Group,Fitness Center,Below65,41532.0,66.0,
2020-04-14,Alabama,,Group,Food,Above65,77408.0,31.0,
2020-04-14,Alabama,,Group,Food,All,1118507.0,42.0,10.0
2020-04-14,Alabama,,Group,Food,Below65,1041099.0,43.0,
2020-04-14,Alabama,,Group,Gas Stations,Above65,38341.0,36.0,
2020-04-14,Alabama,,Group,Gas Stations,All,655454.0,42.0,8.0
2020-04-14,Alabama,,Group,Gas Stations,Below65,617112.0,43.0,
2020-04-14,Alabama,,Group,Government,Above65,7250.0,67.0,
2020-04-14,Alabama,,Group,Government,All,118019.0,82.0,26.0
2020-04-14,Alabama,,Group,Government,Below65,110769.0,83.0,
2020-04-14,Alabama,,Group,Grocery,Above65,48366.0,35.0,
2020-04-14,Alabama,,Group,Grocery,All,539238.0,37.0,16.0
2020-04-14,Alabama,,Group,Grocery,Below65,490871.0,38.0,
2020-04-14,Alabama,,Group,Hardware Stores,Above65,21104.0,27.0,
2020-04-14,Alabama,,Group,Hardware Stores,All,246072.0,34.0,18.0
2020-04-14,Alabama,,Group,Hardware Stores,Below65,224968.0,35.0,
2020-04-14,Alabama,,Group,Hotel,Above65,7688.0,124.0,
2020-04-14,Alabama,,Group,Hotel,All,101322.0,128.0,22.0
2020-04-14,Alabama,,Group,Hotel,Below65,93635.0,128.0,
2020-04-14,Alabama,,Group,Medical,Above65,27464.0,61.0,
2020-04-14,Alabama,,Group,Medical,All,325499.0,84.0,32.0
2020-04-14,Alabama,,Group,Medical,Below65,298035.0,86.0,
2020-04-14,Alabama,,Group,Nightlife Spots,Above65,6438.0,44.0,
2020-04-14,Alabama,,Group,Nightlife Spots,All,95302.0,78.0,17.0
2020-04-14,Alabama,,Group,Nightlife Spots,Below65,88865.0,81.0,
2020-04-14,Alabama,,Group,Office,Above65,5461.0,73.0,
2020-04-14,Alabama,,Group,Office,All,107416.0,95.0,24.0
2020-04-14,Alabama,,Group,Office,Below65,101955.0,96.0,
2020-04-14,Alabama,,Group,Outdoors & Recreation,Above65,37425.0,59.0,
2020-04-14,Alabama,,Group,Outdoors & Recreation,All,519701.0,87.0,29.0
2020-04-14,Alabama,,Group,Outdoors & Recreation,Below65,482276.0,89.0,
2020-04-14,Alabama,,Group,Professional & Other Places,Above65,25885.0,73.0,
2020-04-14,Alabama,,Group,Professional & Other Places,All,450557.0,98.0,25.0
2020-04-14,Alabama,,Group,Professional & Other Places,Below65,424672.0,100.0,
2020-04-14,Alabama,,Group,Residences,Above65,8103.0,67.0,
2020-04-14,Alabama,,Group,Residences,All,162469.0,82.0,23.0
2020-04-14,Alabama,,Group,Residences,Below65,154366.0,82.0,
2020-04-14,Alabama,,Group,School,Above65,14722.0,62.0,
2020-04-14,Alabama,,Group,School,All,268101.0,80.0,26.0
2020-04-14,Alabama,,Group,School,Below65,253379.0,81.0,
2020-04-14,Alabama,,Group,Shops & Services,Above65,68581.0,33.0,
2020-04-14,Alabama,,Group,Shops & Services,All,833561.0,49.0,14.0
2020-04-14,Alabama,,Group,Shops & Services,Below65,764981.0,50.0,
2020-04-14,Alabama,,Group,Spiritual Center,Above65,15197.0,69.0,
2020-04-14,Alabama,,Group,Spiritual Center,All,220852.0,81.0,24.0
2020-04-14,Alabama,,Group,Spiritual Center,Below65,205655.0,82.0,
2020-04-14,Alabama,,Group,Sports,Above65,13316.0,142.0,
2020-04-14,Alabama,,Group,Sports,All,120291.0,104.0,34.0
2020-04-14,Alabama,,Group,Sports,Below65,106976.0,99.0,
2020-04-14,Alabama,,Group,Travel & Transport,Above65,6190.0,92.0,
2020-04-14,Alabama,,Group,Travel & Transport,All,104669.0,102.0,21.0
2020-04-14,Alabama,,Group,Travel & Transport,Below65,98479.0,103.0,
2020-04-15,Alabama,,Group,Airport,Above65,1307.0,61.0,
2020-04-15,Alabama,,Group,Airport,All,27214.0,84.0,28.0
2020-04-15,Alabama,,Group,Airport,Below65,25907.0,85.0,
2020-04-15,Alabama,,Group,Alcohol,Above65,1201.0,30.0,
2020-04-15,Alabama,,Group,Alcohol,All,25880.0,46.0,10.0
2020-04-15,Alabama,,Group,Alcohol,Below65,24680.0,47.0,
2020-04-15,Alabama,,Group,Arts & Entertainment,Above65,7963.0,41.0,
2020-04-15,Alabama,,Group,Arts & Entertainment,All,119665.0,72.0,21.0
2020-04-15,Alabama,,Group,Arts & Entertainment,Below65,111702.0,74.0,
2020-04-15,Alabama,,Group,Banks,Above65,9212.0,22.0,
2020-04-15,Alabama,,Group,Banks,All,126991.0,30.0,10.0
2020-04-15,Alabama,,Group,Banks,Below65,117779.0,31.0,
2020-04-15,Alabama,,Group,Big Box Stores,Above65,33765.0,39.0,
2020-04-15,Alabama,,Group,Big Box Stores,All,456626.0,43.0,26.0
2020-04-15,Alabama,,Group,Big Box Stores,Below65,422861.0,43.0,
2020-04-15,Alabama,,Group,Colleges & Universities,Above65,3380.0,67.0,
2020-04-15,Alabama,,Group,Colleges & Universities,All,100884.0,78.0,24.0
2020-04-15,Alabama,,Group,Colleges & Universities,Below65,97503.0,78.0,
2020-04-15,Alabama,,Group,Convenience Store,Above65,8262.0,39.0,
2020-04-15,Alabama,,Group,Convenience Store,All,152744.0,39.0,8.0
2020-04-15,Alabama,,Group,Convenience Store,Below65,144482.0,39.0,
2020-04-15,Alabama,,Group,Discount Stores,Above65,15978.0,35.0,
2020-04-15,Alabama,,Group,Discount Stores,All,279237.0,40.0,12.0
2020-04-15,Alabama,,Group,Discount Stores,Below65,263260.0,40.0,
2020-04-15,Alabama,,Group,Drug Store,Above65,16736.0,25.0,
2020-04-15,Alabama,,Group,Drug Store,All,189509.0,30.0,11.0
2020-04-15,Alabama,,Group,Drug Store,Below65,172772.0,31.0,
2020-04-15,Alabama,,Group,Fast Food Restaurants,Above65,34646.0,15.0,
2020-04-15,Alabama,,Group,Fast Food Restaurants,All,540553.0,21.0,8.0
2020-04-15,Alabama,,Group,Fast Food Restaurants,Below65,505907.0,22.0,
2020-04-15,Alabama,,Group,Fitness Center,Above65,3390.0,46.0,
2020-04-15,Alabama,,Group,Fitness Center,All,47763.0,67.0,21.0
2020-04-15,Alabama,,Group,Fitness Center,Below65,44373.0,69.0,
2020-04-15,Alabama,,Group,Food,Above65,75369.0,31.0,
2020-04-15,Alabama,,Group,Food,All,1211960.0,40.0,11.0
2020-04-15,Alabama,,Group,Food,Below65,1136590.0,41.0,
2020-04-15,Alabama,,Group,Gas Stations,Above65,38024.0,36.0,
2020-04-15,Alabama,,Group,Gas Stations,All,682193.0,42.0,8.0
2020-04-15,Alabama,,Group,Gas Stations,Below65,644169.0,42.0,
2020-04-15,Alabama,,Group,Government,Above65,8290.0,47.0,
2020-04-15,Alabama,,Group,Government,All,120358.0,76.0,20.0
2020-04-15,Alabama,,Group,Government,Below65,112068.0,78.0,
2020-04-15,Alabama,,Group,Grocery,Above65,52518.0,35.0,
2020-04-15,Alabama,,Group,Grocery,All,574905.0,36.0,17.0
2020-04-15,Alabama,,Group,Grocery,Below65,522387.0,36.0,
2020-04-15,Alabama,,Group,Hardware Stores,Above65,27797.0,35.0,
2020-04-15,Alabama,,Group,Hardware Stores,All,283099.0,37.0,19.0
2020-04-15,Alabama,,Group,Hardware Stores,Below65,255301.0,37.0,
2020-04-15,Alabama,,Group,Hotel,Above65,9906.0,72.0,
2020-04-15,Alabama,,Group,Hotel,All,115857.0,102.0,20.0
2020-04-15,Alabama,,Group,Hotel,Below65,105952.0,105.0,
2020-04-15,Alabama,,Group,Medical,Above65,27815.0,69.0,
2020-04-15,Alabama,,Group,Medical,All,327558.0,84.0,28.0
2020-04-15,Alabama,,Group,Medical,Below65,299743.0,85.0,
2020-04-15,Alabama,,Group,Nightlife Spots,Above65,8045.0,42.0,
2020-04-15,Alabama,,Group,Nightlife Spots,All,109227.0,63.0,18.0
2020-04-15,Alabama,,Group,Nightlife Spots,Below65,101182.0,64.0,
2020-04-15,Alabama,,Group,Office,Above65,7200.0,63.0,
2020-04-15,Alabama,,Group,Office,All,117920.0,87.0,26.0
2020-04-15,Alabama,,Group,Office,Below65,110720.0,89.0,
2020-04-15,Alabama,,Group,Outdoors & Recreation,Above65,36153.0,75.0,
2020-04-15,Alabama,,Group,Outdoors & Recreation,All,504465.0,96.0,27.0
2020-04-15,Alabama,,Group,Outdoors & Recreation,Below65,468311.0,97.0,
2020-04-15,Alabama,,Group,Professional & Other Places,Above65,28317.0,67.0,
2020-04-15,Alabama,,Group,Professional & Other Places,All,454425.0,96.0,23.0
2020-04-15,Alabama,,Group,Professional & Other Places,Below65,426108.0,98.0,
2020-04-15,Alabama,,Group,Residences,Above65,12410.0,53.0,
2020-04-15,Alabama,,Group,Residences,All,172101.0,82.0,26.0
2020-04-15,Alabama,,Group,Residences,Below65,159691.0,85.0,
2020-04-15,Alabama,,Group,School,Above65,14342.0,60.0,
2020-04-15,Alabama,,Group,School,All,258929.0,85.0,25.0
2020-04-15,Alabama,,Group,School,Below65,244587.0,87.0,
2020-04-15,Alabama,,Group,Shops & Services,Above65,73120.0,34.0,
2020-04-15,Alabama,,Group,Shops & Services,All,910832.0,43.0,14.0
2020-04-15,Alabama,,Group,Shops & Services,Below65,837712.0,44.0,
2020-04-15,Alabama,,Group,Spiritual Center,Above65,13389.0,84.0,
2020-04-15,Alabama,,Group,Spiritual Center,All,204852.0,89.0,22.0
2020-04-15,Alabama,,Group,Spiritual Center,Below65,191463.0,89.0,
2020-04-15,Alabama,,Group,Sports,Above65,13646.0,123.0,
2020-04-15,Alabama,,Group,Sports,All,116895.0,98.0,33.0
2020-04-15,Alabama,,Group,Sports,Below65,103250.0,94.0,
2020-04-15,Alabama,,Group,Travel & Transport,Above65,6793.0,70.0,
2020-04-15,Alabama,,Group,Travel & Transport,All,105328.0,85.0,28.0
2020-04-15,Alabama,,Group,Travel & Transport,Below65,98535.0,86.0,
2020-04-16,Alabama,,Group,Airport,Above65,1583.0,139.0,
2020-04-16,Alabama,,Group,Airport,All,26847.0,103.0,37.0
2020-04-16,Alabama,,Group,Airport,Below65,25264.0,100.0,
2020-04-16,Alabama,,Group,Alcohol,Above65,1239.0,30.0,
2020-04-16,Alabama,,Group,Alcohol,All,26897.0,40.0,9.0
2020-04-16,Alabama,,Group,Alcohol,Below65,25659.0,40.0,
2020-04-16,Alabama,,Group,Arts & Entertainment,Above65,8152.0,41.0,
2020-04-16,Alabama,,Group,Arts & Entertainment,All,120479.0,77.0,24.0
2020-04-16,Alabama,,Group,Arts & Entertainment,Below65,112327.0,80.0,
2020-04-16,Alabama,,Group,Banks,Above65,10149.0,19.0,
2020-04-16,Alabama,,Group,Banks,All,125405.0,30.0,8.0
2020-04-16,Alabama,,Group,Banks,Below65,115255.0,31.0,
2020-04-16,Alabama,,Group,Big Box Stores,Above65,28105.0,35.0,
2020-04-16,Alabama,,Group,Big Box Stores,All,449688.0,41.0,25.0
2020-04-16,Alabama,,Group,Big Box Stores,Below65,421583.0,42.0,
2020-04-16,Alabama,,Group,Colleges & Universities,Above65,3498.0,64.0,
2020-04-16,Alabama,,Group,Colleges & Universities,All,94663.0,84.0,24.0
2020-04-16,Alabama,,Group,Colleges & Universities,Below65,91166.0,85.0,
2020-04-16,Alabama,,Group,Convenience Store,Above65,8892.0,25.0,
2020-04-16,Alabama,,Group,Convenience Store,All,159776.0,36.0,7.0
2020-04-16,Alabama,,Group,Convenience Store,Below65,150884.0,37.0,
2020-04-16,Alabama,,Group,Discount Stores,Above65,13063.0,37.0,
2020-04-16,Alabama,,Group,Discount Stores,All,269423.0,41.0,12.0
2020-04-16,Alabama,,Group,Discount Stores,Below65,256360.0,41.0,
2020-04-16,Alabama,,Group,Drug Store,Above65,13559.0,30.0,
2020-04-16,Alabama,,Group,Drug Store,All,187250.0,31.0,10.0
2020-04-16,Alabama,,Group,Drug Store,Below65,173691.0,32.0,
2020-04-16,Alabama,,Group,Fast Food Restaurants,Above65,31233.0,16.0,
2020-04-16,Alabama,,Group,Fast Food Restaurants,All,530955.0,22.0,7.0
